,tradeDate,rep
0,2010-11-26,"2010-11-26,600600,b,36.38,建仓"
0,2010-11-26,"2010-11-26,600109,b,16.55,建仓"
0,2010-11-29,"2010-11-29,600741,b,11.93,建仓"
0,2010-11-30,"2010-11-30,600027,b,3.86,建仓"
0,2010-12-01,"2010-12-01,600150,b,60.82,建仓"
0,2010-12-02,"2010-12-02,600745,b,8.02,建仓"
0,2010-12-06,"2010-12-06,601288,b,2.66,建仓"
0,2010-12-06,"2010-12-06,600011,b,6.32,建仓"
0,2010-12-08,"2010-12-08,601628,b,22.89,建仓"
0,2010-12-08,"2010-12-08,601318,b,59.21,建仓"
0,2010-12-08,"2010-12-08,600028,b,8.19,建仓"
0,2010-12-08,"2010-12-08,600999,b,21.09,建仓"
0,2010-12-09,"2010-12-09,600489,b,39.67,建仓"
0,2010-12-09,"2010-12-09,601899,b,8.31,建仓"
0,2010-12-10,"2010-12-10,600183,b,11.72,建仓"
0,2010-12-15,"2010-12-15,600390,b,21.35,建仓"
0,2010-12-15,"2010-12-15,601600,b,10.39,建仓"
0,2010-12-15,"2010-12-15,601088,b,25.19,建仓"
0,2010-12-15,"2010-12-15,600018,b,4.03,建仓"
0,2010-12-15,"2010-12-15,601328,b,5.63,建仓"
0,2010-12-16,"2010-12-16,300059,b,58.91,建仓"
0,2010-12-16,"2010-12-16,600029,b,9.31,建仓"
1,2010-12-16,"2010-12-16,600109,s,16.03,平仓,-3.1420%"
0,2010-12-16,"2010-12-16,601111,b,12.82,建仓"
0,2010-12-17,"2010-12-17,600016,b,5.08,建仓"
0,2010-12-17,"2010-12-17,002120,b,11.1,建仓"
0,2010-12-17,"2010-12-17,002032,b,24.59,建仓"
1,2010-12-17,"2010-12-17,600600,s,35.95,平仓,-1.1820%"
1,2010-12-17,"2010-12-17,600741,s,11.83,平仓,-0.8382%"
0,2010-12-20,"2010-12-20,002129,b,27.47,建仓"
1,2010-12-20,"2010-12-20,600027,s,3.5,平仓,-9.3264%"
1,2010-12-21,"2010-12-21,600150,s,64.09,平仓,5.3765%"
0,2010-12-22,"2010-12-22,002384,b,77.94,建仓"
1,2010-12-22,"2010-12-22,600745,s,8.98,平仓,11.9701%"
0,2010-12-23,"2010-12-23,601166,b,24.6,建仓"
1,2010-12-24,"2010-12-24,601288,s,2.63,平仓,-1.1278%"
1,2010-12-24,"2010-12-24,600011,s,5.85,平仓,-7.4367%"
0,2010-12-24,"2010-12-24,000656,b,9.5,建仓"
1,2010-12-28,"2010-12-28,601318,s,55.11,平仓,-6.9245%"
1,2010-12-28,"2010-12-28,601628,s,21.6,平仓,-5.6356%"
1,2010-12-28,"2010-12-28,600999,s,19.24,平仓,-8.7719%"
1,2010-12-28,"2010-12-28,600028,s,8.02,平仓,-2.0757%"
1,2010-12-29,"2010-12-29,600489,s,38.93,平仓,-1.8654%"
1,2010-12-30,"2010-12-30,600183,s,11.35,平仓,-3.1570%"
1,2010-12-30,"2010-12-30,601899,s,7.93,平仓,-4.5728%"
1,2011-01-05,"2011-01-05,601088,s,25.25,平仓,0.2382%"
0,2011-01-05,"2011-01-05,600887,b,38.91,建仓"
1,2011-01-05,"2011-01-05,601600,s,10.23,平仓,-1.5399%"
0,2011-01-05,"2011-01-05,600585,b,31.0,建仓"
1,2011-01-05,"2011-01-05,601328,s,5.62,平仓,-0.1776%"
1,2011-01-05,"2011-01-05,600018,s,3.84,平仓,-4.7146%"
0,2011-01-06,"2011-01-06,601766,b,8.25,建仓"
0,2011-01-06,"2011-01-06,600111,b,74.13,建仓"
1,2011-01-06,"2011-01-06,601111,s,13.03,平仓,1.6381%"
1,2011-01-06,"2011-01-06,300059,s,52.41,平仓,-11.0338%"
0,2011-01-07,"2011-01-07,600009,b,12.99,建仓"
1,2011-01-07,"2011-01-07,002032,s,23.36,平仓,-5.0020%"
0,2011-01-07,"2011-01-07,600000,b,13.23,建仓"
1,2011-01-07,"2011-01-07,600029,s,9.72,平仓,4.4039%"
0,2011-01-07,"2011-01-07,600004,b,8.9,建仓"
0,2011-01-07,"2011-01-07,601186,b,6.96,建仓"
0,2011-01-10,"2011-01-10,000100,b,3.67,建仓"
1,2011-01-10,"2011-01-10,600016,s,5.08,平仓,0.0000%"
0,2011-01-10,"2011-01-10,300124,b,139.52,建仓"
2,2011-01-11,"2011-01-11,601328,b,5.67,建仓"
1,2011-01-12,"2011-01-12,002384,s,67.7,平仓,-13.1383%"
1,2011-01-13,"2011-01-13,601166,s,26.8,平仓,8.9431%"
0,2011-01-14,"2011-01-14,600438,b,9.71,建仓"
1,2011-01-14,"2011-01-14,000656,s,10.04,平仓,5.6842%"
1,2011-01-14,"2011-01-14,600390,s,21.66,平仓,1.4520%"
1,2011-01-17,"2011-01-17,002129,s,24.7,平仓,-10.0837%"
0,2011-01-17,"2011-01-17,600845,b,24.6,建仓"
0,2011-01-20,"2011-01-20,000538,b,57.7,建仓"
2,2011-01-21,"2011-01-21,600150,b,72.05,建仓"
0,2011-01-21,"2011-01-21,601390,b,4.78,建仓"
0,2011-01-21,"2011-01-21,000661,b,52.31,建仓"
0,2011-01-21,"2011-01-21,600346,b,9.88,建仓"
0,2011-01-24,"2011-01-24,600760,b,13.67,建仓"
2,2011-01-24,"2011-01-24,601600,b,10.42,建仓"
2,2011-01-25,"2011-01-25,600741,b,10.97,建仓"
1,2011-01-25,"2011-01-25,600887,s,34.95,平仓,-10.1773%"
1,2011-01-26,"2011-01-26,600111,s,57.38,平仓,-22.5954%"
1,2011-01-26,"2011-01-26,601766,s,8.62,平仓,4.4848%"
0,2011-01-26,"2011-01-26,601117,b,6.01,建仓"
1,2011-01-27,"2011-01-27,600004,s,8.55,平仓,-3.9326%"
1,2011-01-27,"2011-01-27,600009,s,13.84,平仓,6.5435%"
1,2011-01-27,"2011-01-27,600000,s,12.83,平仓,-3.0234%"
0,2011-01-28,"2011-01-28,002352,b,29.31,建仓"
1,2011-01-31,"2011-01-31,300124,s,142.8,平仓,2.3509%"
3,2011-01-31,"2011-01-31,601328,s,5.54,平仓,-2.2928%"
0,2011-01-31,"2011-01-31,601727,b,8.95,建仓"
0,2011-01-31,"2011-01-31,601989,b,14.09,建仓"
0,2011-01-31,"2011-01-31,600900,b,7.85,建仓"
0,2011-01-31,"2011-01-31,600176,b,22.52,建仓"
0,2011-02-01,"2011-02-01,600482,b,14.25,建仓"
0,2011-02-01,"2011-02-01,600893,b,29.95,建仓"
0,2011-02-01,"2011-02-01,600340,b,8.99,建仓"
0,2011-02-09,"2011-02-09,600233,b,13.62,建仓"
0,2011-02-09,"2011-02-09,000627,b,4.72,建仓"
1,2011-02-10,"2011-02-10,600438,s,9.38,平仓,-3.3986%"
1,2011-02-10,"2011-02-10,000100,s,4.02,平仓,9.5368%"
0,2011-02-10,"2011-02-10,002044,b,16.92,建仓"
0,2011-02-11,"2011-02-11,600487,b,35.02,建仓"
1,2011-02-11,"2011-02-11,600845,s,25.19,平仓,2.3984%"
0,2011-02-11,"2011-02-11,600498,b,36.47,建仓"
0,2011-02-11,"2011-02-11,600522,b,27.79,建仓"
0,2011-02-11,"2011-02-11,002050,b,34.16,建仓"
2,2011-02-14,"2011-02-14,600887,b,37.26,建仓"
0,2011-02-14,"2011-02-14,600690,b,28.35,建仓"
0,2011-02-14,"2011-02-14,002049,b,24.58,建仓"
0,2011-02-14,"2011-02-14,600570,b,19.16,建仓"
2,2011-02-14,"2011-02-14,002032,b,24.5,建仓"
0,2011-02-14,"2011-02-14,600297,b,10.74,建仓"
0,2011-02-14,"2011-02-14,600519,b,187.11,建仓"
0,2011-02-15,"2011-02-15,000977,b,24.04,建仓"
0,2011-02-15,"2011-02-15,600584,b,10.81,建仓"
0,2011-02-15,"2011-02-15,000063,b,28.35,建仓"
0,2011-02-15,"2011-02-15,002493,b,62.9,建仓"
0,2011-02-15,"2011-02-15,000768,b,11.94,建仓"
2,2011-02-15,"2011-02-15,002129,b,27.8,建仓"
0,2011-02-15,"2011-02-15,000671,b,8.87,建仓"
2,2011-02-15,"2011-02-15,000656,b,11.26,建仓"
0,2011-02-15,"2011-02-15,000703,b,44.16,建仓"
0,2011-02-16,"2011-02-16,600848,b,12.33,建仓"
0,2011-02-16,"2011-02-16,002236,b,76.41,建仓"
2,2011-02-16,"2011-02-16,000100,b,4.36,建仓"
0,2011-02-16,"2011-02-16,600763,b,19.35,建仓"
1,2011-02-16,"2011-02-16,000538,s,60.3,平仓,4.5061%"
0,2011-02-16,"2011-02-16,002179,b,19.9,建仓"
1,2011-02-17,"2011-02-17,000661,s,54.85,平仓,4.8557%"
3,2011-02-17,"2011-02-17,600150,s,79.96,平仓,10.9785%"
1,2011-02-17,"2011-02-17,600346,s,11.72,平仓,18.6235%"
2,2011-02-17,"2011-02-17,601088,b,25.18,建仓"
0,2011-02-17,"2011-02-17,300033,b,32.91,建仓"
1,2011-02-18,"2011-02-18,601390,s,5.04,平仓,5.4393%"
3,2011-02-18,"2011-02-18,601600,s,11.15,平仓,7.0058%"
0,2011-02-21,"2011-02-21,000876,b,22.01,建仓"
1,2011-02-21,"2011-02-21,601186,s,7.99,平仓,14.7989%"
0,2011-02-21,"2011-02-21,002304,b,224.21,建仓"
1,2011-02-22,"2011-02-22,601117,s,7.49,平仓,24.6256%"
1,2011-02-22,"2011-02-22,600585,s,32.86,平仓,6.0000%"
0,2011-02-23,"2011-02-23,002371,b,108.49,建仓"
1,2011-02-25,"2011-02-25,002352,s,30.05,平仓,2.5247%"
1,2011-02-25,"2011-02-25,601989,s,13.73,平仓,-2.5550%"
1,2011-02-25,"2011-02-25,600900,s,7.77,平仓,-1.0191%"
1,2011-02-25,"2011-02-25,600176,s,27.43,平仓,21.8028%"
2,2011-02-25,"2011-02-25,601899,b,8.19,建仓"
1,2011-02-25,"2011-02-25,601727,s,9.02,平仓,0.7821%"
1,2011-02-28,"2011-02-28,600482,s,16.25,平仓,14.0351%"
1,2011-02-28,"2011-02-28,600760,s,15.88,平仓,16.1668%"
1,2011-02-28,"2011-02-28,600893,s,32.48,平仓,8.4474%"
1,2011-02-28,"2011-02-28,600340,s,9.62,平仓,7.0078%"
1,2011-03-01,"2011-03-01,600233,s,14.95,平仓,9.7651%"
0,2011-03-02,"2011-03-02,000728,b,12.37,建仓"
1,2011-03-02,"2011-03-02,002044,s,18.05,平仓,6.6785%"
0,2011-03-02,"2011-03-02,600837,b,10.23,建仓"
1,2011-03-03,"2011-03-03,600498,s,38.75,平仓,6.2517%"
1,2011-03-03,"2011-03-03,600487,s,35.32,平仓,0.8567%"
1,2011-03-03,"2011-03-03,600522,s,28.04,平仓,0.8996%"
0,2011-03-03,"2011-03-03,600606,b,7.79,建仓"
2,2011-03-03,"2011-03-03,600999,b,19.87,建仓"
0,2011-03-03,"2011-03-03,000069,b,14.14,建仓"
0,2011-03-03,"2011-03-03,600161,b,21.89,建仓"
1,2011-03-04,"2011-03-04,600297,s,10.9,平仓,1.4898%"
1,2011-03-04,"2011-03-04,600690,s,29.79,平仓,5.0794%"
1,2011-03-04,"2011-03-04,002049,s,24.8,平仓,0.8950%"
1,2011-03-04,"2011-03-04,600519,s,175.93,平仓,-5.9751%"
2,2011-03-04,"2011-03-04,600016,b,5.35,建仓"
2,2011-03-04,"2011-03-04,002352,b,29.44,建仓"
3,2011-03-04,"2011-03-04,600887,s,37.64,平仓,1.0199%"
1,2011-03-04,"2011-03-04,600570,s,17.72,平仓,-7.5157%"
1,2011-03-04,"2011-03-04,002050,s,34.9,平仓,2.1663%"
2,2011-03-07,"2011-03-07,601318,b,53.5,建仓"
3,2011-03-07,"2011-03-07,002032,s,25.21,平仓,2.8980%"
1,2011-03-07,"2011-03-07,600584,s,11.44,平仓,5.8279%"
1,2011-03-07,"2011-03-07,000977,s,24.15,平仓,0.4576%"
0,2011-03-07,"2011-03-07,002230,b,44.88,建仓"
1,2011-03-07,"2011-03-07,000703,s,47.3,平仓,7.1105%"
1,2011-03-07,"2011-03-07,002493,s,71.05,平仓,12.9571%"
3,2011-03-07,"2011-03-07,000656,s,12.43,平仓,10.3908%"
1,2011-03-07,"2011-03-07,000768,s,12.88,平仓,7.8727%"
3,2011-03-07,"2011-03-07,002129,s,31.1,平仓,11.8705%"
2,2011-03-07,"2011-03-07,600340,b,9.91,建仓"
1,2011-03-07,"2011-03-07,000063,s,31.14,平仓,9.8413%"
0,2011-03-07,"2011-03-07,601939,b,4.99,建仓"
1,2011-03-08,"2011-03-08,002236,s,78.0,平仓,2.0809%"
0,2011-03-08,"2011-03-08,601857,b,12.08,建仓"
1,2011-03-08,"2011-03-08,600848,s,13.64,平仓,10.6245%"
1,2011-03-08,"2011-03-08,600763,s,20.75,平仓,7.2351%"
1,2011-03-08,"2011-03-08,002179,s,21.78,平仓,9.4472%"
2,2011-03-09,"2011-03-09,600183,b,11.4,建仓"
0,2011-03-09,"2011-03-09,600362,b,42.03,建仓"
1,2011-03-09,"2011-03-09,000627,s,5.3,平仓,12.2881%"
0,2011-03-09,"2011-03-09,601919,b,10.96,建仓"
0,2011-03-09,"2011-03-09,601006,b,8.73,建仓"
4,2011-03-09,"2011-03-09,601600,b,11.15,建仓"
0,2011-03-09,"2011-03-09,000961,b,11.56,建仓"
0,2011-03-09,"2011-03-09,600115,b,6.67,建仓"
2,2011-03-09,"2011-03-09,600760,b,16.26,建仓"
2,2011-03-09,"2011-03-09,601111,b,12.07,建仓"
3,2011-03-09,"2011-03-09,000100,s,4.68,平仓,7.3394%"
2,2011-03-09,"2011-03-09,000768,b,12.96,建仓"
1,2011-03-09,"2011-03-09,300033,s,31.9,平仓,-3.0690%"
4,2011-03-10,"2011-03-10,002129,b,33.18,建仓"
3,2011-03-10,"2011-03-10,601088,s,27.45,平仓,9.0151%"
2,2011-03-10,"2011-03-10,000977,b,26.71,建仓"
2,2011-03-11,"2011-03-11,601727,b,8.84,建仓"
1,2011-03-11,"2011-03-11,000876,s,20.31,平仓,-7.7238%"
2,2011-03-14,"2011-03-14,600522,b,30.09,建仓"
0,2011-03-14,"2011-03-14,600085,b,38.16,建仓"
0,2011-03-15,"2011-03-15,600998,b,15.52,建仓"
0,2011-03-15,"2011-03-15,300142,b,121.31,建仓"
0,2011-03-15,"2011-03-15,600703,b,48.19,建仓"
1,2011-03-15,"2011-03-15,002371,s,90.0,平仓,-17.0430%"
0,2011-03-16,"2011-03-16,600309,b,26.56,建仓"
3,2011-03-17,"2011-03-17,601899,s,7.63,平仓,-6.8376%"
0,2011-03-17,"2011-03-17,002202,b,22.03,建仓"
2,2011-03-18,"2011-03-18,002384,b,61.6,建仓"
2,2011-03-22,"2011-03-22,600845,b,26.24,建仓"
1,2011-03-22,"2011-03-22,000728,s,12.26,平仓,-0.8892%"
1,2011-03-22,"2011-03-22,600837,s,10.03,平仓,-1.9550%"
1,2011-03-23,"2011-03-23,600606,s,8.43,平仓,8.2157%"
1,2011-03-23,"2011-03-23,000069,s,15.47,平仓,9.4059%"
0,2011-03-23,"2011-03-23,601398,b,4.4,建仓"
3,2011-03-23,"2011-03-23,600999,s,19.03,平仓,-4.2275%"
1,2011-03-23,"2011-03-23,600161,s,21.64,平仓,-1.1421%"
2,2011-03-24,"2011-03-24,601166,b,27.67,建仓"
3,2011-03-24,"2011-03-24,600016,s,5.29,平仓,-1.1215%"
1,2011-03-24,"2011-03-24,000671,s,9.73,平仓,9.6956%"
0,2011-03-24,"2011-03-24,300136,b,59.0,建仓"
1,2011-03-25,"2011-03-25,601939,s,5.04,平仓,1.0020%"
1,2011-03-25,"2011-03-25,002230,s,46.98,平仓,4.6791%"
3,2011-03-25,"2011-03-25,600340,s,9.75,平仓,-1.6145%"
0,2011-03-25,"2011-03-25,600036,b,14.3,建仓"
0,2011-03-25,"2011-03-25,601377,b,17.7,建仓"
3,2011-03-28,"2011-03-28,601318,s,50.07,平仓,-6.4112%"
0,2011-03-28,"2011-03-28,600547,b,53.41,建仓"
0,2011-03-28,"2011-03-28,601877,b,21.31,建仓"
2,2011-03-28,"2011-03-28,002371,b,91.7,建仓"
1,2011-03-28,"2011-03-28,601857,s,11.99,平仓,-0.7450%"
2,2011-03-28,"2011-03-28,600390,b,24.65,建仓"
1,2011-03-29,"2011-03-29,600115,s,6.34,平仓,-4.9475%"
3,2011-03-29,"2011-03-29,000768,s,11.83,平仓,-8.7191%"
1,2011-03-29,"2011-03-29,600362,s,39.55,平仓,-5.9005%"
1,2011-03-29,"2011-03-29,601919,s,10.14,平仓,-7.4818%"
5,2011-03-29,"2011-03-29,601600,s,11.63,平仓,4.3049%"
3,2011-03-29,"2011-03-29,600183,s,11.73,平仓,2.8947%"
2,2011-03-29,"2011-03-29,600489,b,36.42,建仓"
3,2011-03-29,"2011-03-29,601111,s,11.25,平仓,-6.7937%"
1,2011-03-29,"2011-03-29,601006,s,8.54,平仓,-2.1764%"
0,2011-03-29,"2011-03-29,600660,b,12.76,建仓"
0,2011-03-29,"2011-03-29,601788,b,15.45,建仓"
3,2011-03-29,"2011-03-29,600760,s,16.12,平仓,-0.8610%"
0,2011-03-30,"2011-03-30,002460,b,46.36,建仓"
5,2011-03-30,"2011-03-30,002129,s,32.3,平仓,-2.6522%"
3,2011-03-31,"2011-03-31,601727,s,7.79,平仓,-11.8778%"
1,2011-04-01,"2011-04-01,002304,s,207.06,平仓,-7.6491%"
2,2011-04-01,"2011-04-01,600111,b,88.42,建仓"
1,2011-04-01,"2011-04-01,600085,s,37.27,平仓,-2.3323%"
1,2011-04-01,"2011-04-01,000961,s,12.96,平仓,12.1107%"
3,2011-04-01,"2011-04-01,600522,s,26.34,平仓,-12.4626%"
3,2011-04-01,"2011-04-01,000977,s,23.0,平仓,-13.8899%"
1,2011-04-06,"2011-04-06,600703,s,44.1,平仓,-8.4872%"
1,2011-04-06,"2011-04-06,600998,s,14.3,平仓,-7.8608%"
1,2011-04-07,"2011-04-07,600309,s,25.93,平仓,-2.3720%"
2,2011-04-07,"2011-04-07,600009,b,15.11,建仓"
0,2011-04-08,"2011-04-08,000938,b,17.38,建仓"
1,2011-04-08,"2011-04-08,300142,s,108.73,平仓,-10.3701%"
4,2011-04-08,"2011-04-08,600999,b,19.43,建仓"
1,2011-04-08,"2011-04-08,002202,s,20.65,平仓,-6.2642%"
3,2011-04-11,"2011-04-11,002384,s,52.5,平仓,-14.7727%"
4,2011-04-11,"2011-04-11,601899,b,8.06,建仓"
2,2011-04-12,"2011-04-12,600763,b,18.77,建仓"
0,2011-04-12,"2011-04-12,600050,b,5.93,建仓"
2,2011-04-13,"2011-04-13,000069,b,14.91,建仓"
0,2011-04-13,"2011-04-13,600276,b,47.14,建仓"
3,2011-04-13,"2011-04-13,600845,s,26.05,平仓,-0.7241%"
2,2011-04-13,"2011-04-13,002050,b,34.88,建仓"
3,2011-04-13,"2011-04-13,600741,s,12.06,平仓,9.9362%"
0,2011-04-13,"2011-04-13,600436,b,61.44,建仓"
0,2011-04-13,"2011-04-13,600406,b,34.76,建仓"
4,2011-04-14,"2011-04-14,000977,b,24.03,建仓"
0,2011-04-14,"2011-04-14,000725,b,3.35,建仓"
4,2011-04-14,"2011-04-14,000100,b,5.13,建仓"
1,2011-04-14,"2011-04-14,601398,s,4.63,平仓,5.2273%"
2,2011-04-14,"2011-04-14,600004,b,8.89,建仓"
2,2011-04-14,"2011-04-14,601186,b,7.03,建仓"
2,2011-04-14,"2011-04-14,600115,b,6.29,建仓"
2,2011-04-14,"2011-04-14,600029,b,8.22,建仓"
3,2011-04-15,"2011-04-15,601166,s,31.16,平仓,12.6129%"
2,2011-04-15,"2011-04-15,000538,b,57.58,建仓"
2,2011-04-15,"2011-04-15,601919,b,10.42,建仓"
0,2011-04-15,"2011-04-15,002001,b,32.0,建仓"
1,2011-04-18,"2011-04-18,601377,s,19.52,平仓,10.2825%"
0,2011-04-18,"2011-04-18,600655,b,12.7,建仓"
1,2011-04-18,"2011-04-18,600036,s,15.12,平仓,5.7343%"
0,2011-04-18,"2011-04-18,300015,b,36.0,建仓"
3,2011-04-19,"2011-04-19,002371,s,83.51,平仓,-8.9313%"
0,2011-04-19,"2011-04-19,600208,b,6.06,建仓"
1,2011-04-19,"2011-04-19,300136,s,47.6,平仓,-19.3220%"
0,2011-04-19,"2011-04-19,600352,b,11.66,建仓"
1,2011-04-19,"2011-04-19,002120,s,11.06,平仓,-0.3604%"
1,2011-04-19,"2011-04-19,601877,s,21.65,平仓,1.5955%"
3,2011-04-19,"2011-04-19,600390,s,22.47,平仓,-8.8438%"
0,2011-04-20,"2011-04-20,002475,b,55.13,建仓"
1,2011-04-20,"2011-04-20,600660,s,11.54,平仓,-9.5611%"
1,2011-04-20,"2011-04-20,601788,s,15.32,平仓,-0.8414%"
0,2011-04-20,"2011-04-20,000596,b,76.4,建仓"
2,2011-04-20,"2011-04-20,300124,b,134.09,建仓"
0,2011-04-21,"2011-04-21,002024,b,13.3,建仓"
3,2011-04-21,"2011-04-21,600489,s,39.29,平仓,7.8803%"
1,2011-04-21,"2011-04-21,002460,s,45.34,平仓,-2.2002%"
4,2011-04-22,"2011-04-22,600760,b,16.06,建仓"
3,2011-04-25,"2011-04-25,600111,s,87.41,平仓,-1.1423%"
0,2011-04-25,"2011-04-25,002410,b,38.23,建仓"
4,2011-04-25,"2011-04-25,601111,b,11.47,建仓"
2,2011-04-25,"2011-04-25,002044,b,17.03,建仓"
0,2011-04-25,"2011-04-25,002422,b,133.18,建仓"
1,2011-04-26,"2011-04-26,600547,s,50.96,平仓,-4.5872%"
3,2011-04-27,"2011-04-27,600009,s,14.04,平仓,-7.0814%"
2,2011-04-27,"2011-04-27,600519,b,181.15,建仓"
0,2011-04-28,"2011-04-28,300014,b,22.04,建仓"
1,2011-04-28,"2011-04-28,000938,s,15.03,平仓,-13.5213%"
5,2011-04-28,"2011-04-28,600999,s,18.34,平仓,-5.6099%"
5,2011-04-29,"2011-04-29,601899,s,7.72,平仓,-4.2184%"
3,2011-04-29,"2011-04-29,002352,s,25.33,平仓,-13.9606%"
4,2011-05-03,"2011-05-03,601166,b,29.11,建仓"
0,2011-05-04,"2011-05-04,600886,b,8.28,建仓"
3,2011-05-04,"2011-05-04,000069,s,7.69,平仓,-48.4239%"
2,2011-05-04,"2011-05-04,601006,b,9.15,建仓"
2,2011-05-04,"2011-05-04,600011,b,6.33,建仓"
2,2011-05-04,"2011-05-04,600900,b,8.13,建仓"
1,2011-05-04,"2011-05-04,600276,s,31.21,平仓,-33.7930%"
2,2011-05-04,"2011-05-04,600027,b,4.11,建仓"
1,2011-05-04,"2011-05-04,600406,s,35.55,平仓,2.2727%"
3,2011-05-04,"2011-05-04,002050,s,32.76,平仓,-6.0780%"
3,2011-05-05,"2011-05-05,601186,s,6.68,平仓,-4.9787%"
0,2011-05-05,"2011-05-05,000723,b,17.74,建仓"
1,2011-05-05,"2011-05-05,000725,s,3.1,平仓,-7.4627%"
1,2011-05-05,"2011-05-05,600436,s,65.71,平仓,6.9499%"
3,2011-05-05,"2011-05-05,600004,s,8.68,平仓,-2.3622%"
5,2011-05-05,"2011-05-05,000977,s,20.99,平仓,-12.6509%"
3,2011-05-05,"2011-05-05,600115,s,6.19,平仓,-1.5898%"
4,2011-05-05,"2011-05-05,600887,b,37.17,建仓"
3,2011-05-05,"2011-05-05,600029,s,8.37,平仓,1.8248%"
3,2011-05-06,"2011-05-06,601919,s,9.29,平仓,-10.8445%"
3,2011-05-06,"2011-05-06,000538,s,59.0,平仓,2.4661%"
0,2011-05-09,"2011-05-09,600271,b,24.0,建仓"
2,2011-05-09,"2011-05-09,600998,b,14.04,建仓"
1,2011-05-09,"2011-05-09,600655,s,12.25,平仓,-3.5433%"
1,2011-05-09,"2011-05-09,002001,s,30.4,平仓,-5.0000%"
3,2011-05-11,"2011-05-11,300124,s,68.65,平仓,-48.8030%"
1,2011-05-11,"2011-05-11,000596,s,76.15,平仓,-0.3272%"
1,2011-05-11,"2011-05-11,600352,s,10.88,平仓,-6.6895%"
4,2011-05-11,"2011-05-11,600522,b,24.06,建仓"
1,2011-05-11,"2011-05-11,600208,s,5.94,平仓,-1.9802%"
4,2011-05-11,"2011-05-11,600111,b,98.72,建仓"
1,2011-05-12,"2011-05-12,002475,s,53.45,平仓,-3.0473%"
1,2011-05-12,"2011-05-12,002024,s,12.88,平仓,-3.1579%"
5,2011-05-12,"2011-05-12,000100,s,6.21,平仓,21.0526%"
5,2011-05-13,"2011-05-13,600760,s,15.01,平仓,-6.5380%"
1,2011-05-16,"2011-05-16,600050,s,5.54,平仓,-6.5767%"
1,2011-05-16,"2011-05-16,002422,s,60.02,平仓,-54.9332%"
0,2011-05-16,"2011-05-16,002146,b,13.39,建仓"
2,2011-05-16,"2011-05-16,002179,b,23.5,建仓"
2,2011-05-16,"2011-05-16,000961,b,12.57,建仓"
1,2011-05-16,"2011-05-16,002410,s,36.16,平仓,-5.4146%"
5,2011-05-16,"2011-05-16,601111,s,10.57,平仓,-7.8466%"
3,2011-05-17,"2011-05-17,002044,s,16.77,平仓,-1.5267%"
2,2011-05-17,"2011-05-17,600109,b,15.19,建仓"
0,2011-05-17,"2011-05-17,600061,b,12.88,建仓"
2,2011-05-17,"2011-05-17,601377,b,17.08,建仓"
3,2011-05-18,"2011-05-18,600519,s,194.95,平仓,7.6180%"
3,2011-05-18,"2011-05-18,600763,s,17.71,平仓,-5.6473%"
0,2011-05-19,"2011-05-19,601618,b,4.06,建仓"
4,2011-05-19,"2011-05-19,601088,b,28.36,建仓"
4,2011-05-19,"2011-05-19,600183,b,10.19,建仓"
1,2011-05-19,"2011-05-19,300014,s,23.01,平仓,4.4011%"
1,2011-05-20,"2011-05-20,300015,s,34.81,平仓,-3.3056%"
2,2011-05-20,"2011-05-20,600036,b,14.27,建仓"
4,2011-05-20,"2011-05-20,600016,b,6.06,建仓"
0,2011-05-20,"2011-05-20,601808,b,19.14,建仓"
2,2011-05-23,"2011-05-23,600482,b,17.13,建仓"
2,2011-05-23,"2011-05-23,600600,b,34.09,建仓"
5,2011-05-23,"2011-05-23,601166,s,14.49,平仓,-50.2233%"
3,2011-05-24,"2011-05-24,600027,s,3.81,平仓,-7.2993%"
2,2011-05-24,"2011-05-24,600000,b,13.85,建仓"
0,2011-05-24,"2011-05-24,600015,b,12.01,建仓"
1,2011-05-25,"2011-05-25,600886,s,7.44,平仓,-10.1449%"
3,2011-05-25,"2011-05-25,600900,s,7.42,平仓,-8.7331%"
3,2011-05-25,"2011-05-25,600011,s,5.83,平仓,-7.8989%"
3,2011-05-25,"2011-05-25,601006,s,8.31,平仓,-9.1803%"
4,2011-05-25,"2011-05-25,600489,b,33.46,建仓"
1,2011-05-25,"2011-05-25,000723,s,17.98,平仓,1.3529%"
2,2011-05-27,"2011-05-27,600438,b,7.92,建仓"
1,2011-05-27,"2011-05-27,600271,s,23.67,平仓,-1.3750%"
2,2011-05-30,"2011-05-30,600745,b,9.62,建仓"
3,2011-05-30,"2011-05-30,600998,s,11.88,平仓,-15.3846%"
2,2011-05-31,"2011-05-31,600346,b,10.47,建仓"
6,2011-05-31,"2011-05-31,600999,b,18.09,建仓"
5,2011-05-31,"2011-05-31,600522,s,22.77,平仓,-5.3616%"
5,2011-05-31,"2011-05-31,600111,s,70.39,平仓,-28.6973%"
6,2011-06-02,"2011-06-02,601899,b,7.12,建仓"
5,2011-06-02,"2011-06-02,600887,s,34.97,平仓,-5.9188%"
0,2011-06-03,"2011-06-03,002157,b,9.59,建仓"
3,2011-06-03,"2011-06-03,000961,s,9.59,平仓,-23.7072%"
0,2011-06-03,"2011-06-03,600588,b,20.54,建仓"
3,2011-06-03,"2011-06-03,002179,s,19.45,平仓,-17.2340%"
0,2011-06-03,"2011-06-03,600104,b,17.44,建仓"
1,2011-06-03,"2011-06-03,002146,s,8.44,平仓,-36.9679%"
