x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
度因子-全市场,8.45,-6.96,-3.74,23.35,8.78,17,9,4.99,1.65,201,0.32,8.63,15.80,1.69,55.34
度因子-中证500,2.79,-14.12,-13.15,23.84,3.09,12,10,6.07,0.48,617,0.39,3.13,11.28,0.46,52.11
度因子-沪深300,0.23,-23.28,-16.59,21.00,0.49,11,11,7.34,0.07,344,0.47,0.53,8.27,0.03,50.39
溢出因子-全市场,6.34,-11.08,-7.70,49.56,7.49,19,11,5.74,1.10,375,0.37,4.10,27.16,1.10,52.74
溢出因子-中证500,2.00,-20.42,-10.81,28.93,2.48,12,10,6.70,0.33,515,0.43,1.46,13.82,0.30,49.69
溢出因子-沪深300,0.82,-23.35,-12.56,45.21,2.46,11,11,7.34,0.15,1103,0.47,-1.70,18.82,0.11,50.17
修正度因子-全市场,13.99,-12.25,-2.90,30.83,13.56,15,11,6.29,2.12,173,0.40,13.50,20.44,2.23,55.64
修正度因子-中证500,8.84,-10.27,-6.94,29.88,8.38,12,10,7.24,1.21,313,0.46,8.46,18.28,1.22,52.66
修正度因子-沪深300,2.91,-23.38,-17.86,23.02,2.68,14,9,8.72,0.37,470,0.56,2.58,12.32,0.33,51.52
修正溢出因子-全市场,8.38,-15.07,-10.64,72.17,9.96,14,12,7.97,1.05,484,0.51,5.33,28.82,1.05,51.52
修正溢出因子-中证500,3.29,-36.93,-20.17,58.05,5.09,11,10,9.01,0.40,238,0.58,2.26,27.15,0.37,50.72
修正溢出因子-沪深300,-0.28,-35.48,-16.93,46.54,1.29,11,10,9.48,0.02,529,0.61,-0.51,15.13,-0.03,49.14
组合因子1-全市场,16.72,-10.71,-7.08,68.73,17.25,16,11,7.24,2.17,324,0.46,13.49,39.59,2.31,55.09
组合因子1-中证500,11.02,-23.24,-17.90,87.07,12.16,12,12,9.09,1.20,235,0.58,7.98,42.98,1.21,52.70
组合因子1-沪深300,2.04,-40.06,-24.82,63.48,3.62,10,14,11.39,0.23,619,0.73,1.32,21.60,0.18,50.97
修正反转因子-全市场,19.73,-13.28,-7.99,85.19,21.09,12,11,9.03,2.04,333,0.58,15.97,43.05,2.19,54.20
修正反转因子-中证500,13.92,-23.17,-19.48,98.83,15.80,15,10,11.47,1.19,157,0.73,11.70,44.98,1.21,51.96
修正反转因子-沪深300,4.69,-42.01,-24.01,64.53,7.07,11,9,12.50,0.43,194,0.80,6.33,24.56,0.38,51.60
