x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
a,7.51,-6.38,-4.81,33.37,7.65,5,27,4.50,1.63,764,0.29,7.00,15.99,1.67,26.24
ag,4.12,-4.45,-2.13,24.17,4.19,6,18,3.57,1.15,273,0.23,0.00,15.01,1.16,31.47
al,7.26,-5.18,-5.18,41.85,7.43,6,30,4.51,1.57,317,0.29,5.30,13.59,1.61,25.04
au,2.92,-2.84,-2.02,16.61,3.29,5,19,2.64,1.10,490,0.17,1.51,10.22,1.10,29.27
b,-2.66,-54.26,-32.42,26.92,-2.41,6,29,7.14,-0.34,1,0.46,-0.60,9.49,-0.37,23.40
bu,1.44,-7.16,-6.59,15.86,1.77,4,28,4.33,0.35,184,0.28,0.00,7.83,0.33,21.81
c,2.72,-6.87,-6.81,12.34,3.02,5,21,3.26,0.84,583,0.21,2.52,8.61,0.83,25.55
cf,5.67,-5.73,-5.26,30.74,6.15,6,22,4.36,1.29,417,0.28,4.41,15.98,1.30,23.84
cs,0.22,-5.63,-4.98,6.46,0.14,3,19,1.66,0.14,464,0.11,0.00,0.85,0.13,27.36
cu,12.82,-5.47,-3.62,47.28,12.85,5,23,5.86,2.09,485,0.38,8.57,31.21,2.19,28.65
fg,2.37,-7.96,-4.20,25.79,2.49,5,15,4.02,0.60,495,0.26,0.00,9.75,0.59,26.22
fu,-0.12,-53.80,-34.20,26.19,0.73,5,23,12.37,0.05,522,0.79,4.12,15.15,-0.01,24.66
hc,4.68,-6.74,-1.86,38.14,5.32,4,17,4.31,1.08,293,0.28,0.00,23.30,1.09,27.94
i,5.88,-9.15,-5.71,50.16,6.14,5,14,5.95,0.99,160,0.38,0.00,24.08,0.99,26.72
j,6.55,-10.07,-0.46,32.31,7.09,4,44,6.08,1.07,168,0.39,3.31,21.83,1.08,24.85
jd,1.45,-15.61,-10.65,28.72,1.44,5,17,3.81,0.40,843,0.24,0.00,11.14,0.38,24.85
jm,4.39,-7.98,-2.56,37.10,4.74,6,21,5.68,0.78,140,0.36,0.00,18.38,0.77,25.50
l,5.18,-13.43,-7.76,24.35,5.48,5,20,5.26,0.99,1010,0.34,3.54,16.83,0.99,24.44
m,5.93,-14.40,-7.81,28.02,6.01,7,34,4.75,1.24,1336,0.30,5.51,14.84,1.25,26.11
ma,9.33,-4.64,-1.00,150.61,13.23,5,15,26.41,0.42,95,1.69,0.00,19.48,0.35,27.55
ni,1.15,-7.89,-2.89,13.59,1.28,4,15,3.04,0.39,364,0.19,0.00,6.39,0.38,26.53
oi,2.20,-3.14,-2.80,13.36,2.20,5,22,2.84,0.78,225,0.18,0.00,7.98,0.77,26.34
p,8.11,-7.75,-2.14,33.89,8.28,8,39,5.12,1.55,214,0.33,6.14,19.14,1.58,28.12
pb,3.45,-4.40,-0.16,15.72,3.47,4,22,3.57,0.97,136,0.23,1.11,10.92,0.97,22.93
pp,2.13,-5.66,-1.43,17.67,2.48,10,17,3.39,0.64,163,0.22,0.00,9.87,0.63,26.90
rb,8.67,-4.94,-0.11,29.57,9.26,4,25,5.14,1.65,158,0.33,8.37,22.56,1.69,25.48
rm,2.80,-6.56,-3.00,14.96,2.83,5,16,3.40,0.83,251,0.22,0.00,9.55,0.82,29.31
ro,1.27,-3.47,-2.54,12.40,1.40,5,16,1.77,0.72,163,0.11,0.00,7.61,0.72,28.20
ru,14.01,-10.96,-10.24,43.17,13.86,7,22,8.97,1.51,399,0.57,12.68,32.09,1.56,25.38
sf,2.88,-5.87,-4.91,22.44,2.50,4,23,4.40,0.67,138,0.28,0.00,12.59,0.65,30.11
sm,1.81,-7.93,-5.55,22.57,1.31,5,17,3.69,0.51,550,0.24,0.00,5.79,0.49,27.64
sn,1.54,-3.87,-0.38,11.72,1.41,7,14,1.93,0.80,205,0.12,0.00,6.53,0.80,32.23
sr,5.46,-6.97,-3.93,25.07,6.16,5,22,3.92,1.38,804,0.25,4.57,17.44,1.39,28.08
ta,6.93,-6.15,-5.01,42.35,7.92,5,21,5.11,1.34,406,0.33,5.85,21.53,1.36,25.23
v,2.86,-8.54,-5.70,24.80,3.20,4,19,4.35,0.67,519,0.28,0.41,10.17,0.66,25.59
wh,0.12,-11.23,-6.54,13.62,0.48,5,23,2.60,0.06,259,0.17,0.00,3.82,0.05,25.14
ws,1.49,-8.00,-6.06,14.76,1.67,5,21,2.28,0.66,521,0.15,0.00,8.62,0.65,27.41
wt,-0.67,-10.96,-10.46,5.12,-0.69,4,26,2.25,-0.29,1,0.14,0.00,0.80,-0.30,21.02
y,8.05,-4.33,-1.57,42.85,8.85,6,21,4.70,1.67,169,0.30,7.05,15.77,1.71,26.72
zc,1.15,-4.06,-3.66,10.57,0.90,7,18,2.20,0.53,175,0.14,0.00,4.84,0.52,30.13
zn,6.93,-4.95,-0.49,34.19,7.41,5,29,5.07,1.35,168,0.32,5.64,18.07,1.37,25.82
组合,4.25,-0.94,0.61,10.37,4.29,13,11,1.29,3.24,90,0.08,3.93,7.45,3.30,52.13
