x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
a,7.45,-6.38,-4.81,33.37,7.65,5,27,4.49,1.62,764,0.29,6.98,16.02,1.66,26.21
ag,4.17,-4.45,-2.13,24.17,4.18,6,18,3.57,1.16,273,0.23,0.00,15.02,1.17,31.56
al,7.20,-5.18,-5.18,41.85,7.44,6,30,4.51,1.57,317,0.29,5.30,13.61,1.60,25.04
au,2.96,-2.84,-2.02,16.61,3.30,5,19,2.64,1.12,490,0.17,1.51,10.22,1.12,29.32
b,-2.64,-54.26,-32.42,26.92,-2.43,6,29,7.14,-0.34,1,0.46,-0.62,9.50,-0.37,23.43
bu,1.49,-7.16,-6.59,15.86,1.77,4,28,4.34,0.36,184,0.28,0.00,7.83,0.34,21.89
c,2.75,-6.87,-6.81,12.34,3.02,5,21,3.26,0.85,583,0.21,2.53,8.61,0.84,25.58
cf,5.69,-5.73,-5.26,30.74,6.16,6,22,4.36,1.29,417,0.28,4.40,15.99,1.31,23.84
cs,0.16,-5.63,-4.98,6.46,0.14,3,19,1.65,0.11,464,0.11,0.00,0.84,0.10,27.13
cu,12.87,-5.47,-3.62,47.28,12.87,5,23,5.87,2.09,485,0.38,8.58,31.28,2.19,28.68
fg,2.43,-7.96,-4.20,25.79,2.49,5,15,4.02,0.62,495,0.26,0.00,9.76,0.60,26.32
fu,-0.11,-53.80,-34.20,26.19,0.71,5,23,12.38,0.05,522,0.79,4.10,15.16,-0.01,24.66
hc,4.67,-6.74,-1.86,38.14,5.32,4,17,4.30,1.08,293,0.28,0.00,23.30,1.08,27.96
i,5.90,-9.15,-5.71,50.16,6.12,5,14,5.95,0.99,160,0.38,0.00,24.10,0.99,26.73
j,6.62,-10.07,-0.46,32.31,7.10,4,44,6.09,1.08,168,0.39,3.22,21.83,1.09,24.91
jd,1.48,-15.61,-10.65,28.72,1.42,5,17,3.81,0.40,843,0.24,0.00,11.18,0.39,24.87
jm,4.45,-7.98,-2.56,37.10,4.74,6,21,5.68,0.80,140,0.36,0.00,18.39,0.78,25.59
l,5.24,-13.43,-7.76,24.35,5.48,5,20,5.26,1.00,1010,0.34,3.47,16.84,1.00,24.47
m,5.96,-14.40,-7.81,28.02,6.01,7,34,4.75,1.24,1336,0.30,5.50,14.84,1.26,26.14
ma,9.37,-4.64,-1.00,150.61,13.24,5,15,26.43,0.42,95,1.69,0.00,19.48,0.35,27.56
ni,1.19,-7.89,-2.89,13.59,1.28,4,15,3.05,0.40,364,0.19,0.00,6.40,0.39,26.67
oi,2.14,-3.14,-2.80,13.36,2.20,5,22,2.83,0.76,225,0.18,0.00,7.99,0.76,26.26
p,8.17,-7.75,-2.14,33.89,8.26,8,39,5.13,1.56,214,0.33,6.11,19.09,1.59,28.17
pb,3.41,-4.40,-0.16,15.72,3.47,4,22,3.56,0.96,136,0.23,1.10,10.92,0.96,22.86
pp,2.07,-5.41,-1.43,17.67,2.48,10,17,3.37,0.62,163,0.22,0.00,9.88,0.61,26.90
rb,8.67,-4.94,-0.11,29.57,9.27,4,25,5.14,1.65,158,0.33,8.39,22.56,1.69,25.48
rm,2.82,-6.56,-3.00,14.96,2.83,5,16,3.41,0.83,251,0.22,0.00,9.55,0.83,29.33
ro,1.27,-3.47,-2.54,12.40,1.40,5,16,1.77,0.72,163,0.11,0.00,7.62,0.72,28.20
ru,14.10,-10.96,-10.24,43.17,13.88,7,22,8.98,1.51,399,0.57,12.73,32.09,1.57,25.41
sf,2.97,-5.87,-4.91,22.44,2.48,4,23,4.37,0.69,138,0.28,0.00,12.55,0.68,30.16
sm,1.99,-7.93,-5.55,22.57,1.28,5,17,3.66,0.56,550,0.23,0.00,5.73,0.54,27.79
sn,1.58,-3.87,-0.38,11.72,1.40,7,14,1.93,0.82,205,0.12,0.00,6.46,0.82,32.40
sr,5.50,-6.97,-3.93,25.07,6.16,5,22,3.92,1.39,804,0.25,4.59,17.44,1.40,28.12
ta,6.94,-6.15,-5.01,42.35,7.92,5,21,5.11,1.34,406,0.33,5.88,21.54,1.36,25.23
v,2.91,-8.54,-5.70,24.80,3.20,4,19,4.35,0.68,519,0.28,0.39,10.17,0.67,25.64
wh,0.11,-11.23,-6.54,13.62,0.49,5,23,2.60,0.06,259,0.17,0.00,3.83,0.04,25.12
ws,1.49,-8.00,-6.06,14.76,1.67,5,21,2.29,0.66,521,0.15,0.00,8.62,0.65,27.41
wt,-0.67,-10.96,-10.46,5.12,-0.69,4,26,2.25,-0.29,1,0.14,0.00,0.81,-0.30,21.02
y,8.09,-4.33,-1.57,42.85,8.87,6,21,4.71,1.68,169,0.30,7.06,15.78,1.72,26.76
zc,1.21,-4.06,-3.66,10.57,0.89,7,18,2.20,0.56,175,0.14,0.00,4.82,0.55,30.29
zn,6.95,-4.95,-0.49,34.19,7.42,5,29,5.08,1.35,168,0.32,5.67,18.08,1.37,25.82
组合,4.27,-0.94,0.61,10.37,4.29,13,11,1.29,3.26,90,0.08,3.93,7.45,3.32,52.18
