x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
v-high-全部-long-short,14.45,-19.82,-17.70,50.50,15.51,10,12,13.22,1.09,406,0.85,16.77,30.15,1.09,50.70
v-high-上证综指股票池-long-short,15.72,-18.10,-8.11,49.18,17.14,10,12,13.07,1.18,252,0.84,18.29,30.66,1.20,50.00
v-high-500股票池-long-short,8.79,-31.18,-24.90,69.85,11.23,9,12,13.15,0.71,363,0.84,10.45,34.86,0.67,50.18
v-high-300股票池-long-short,1.39,-49.85,-36.10,44.64,5.17,10,13,16.63,0.17,397,1.06,9.01,22.27,0.08,49.52
v-low-全部-long-short,-5.11,-58.00,-32.94,31.28,-5.77,11,13,13.91,-0.31,35,0.89,-6.82,14.15,-0.37,46.12
v-low-上证综指股票池-long-short,-3.03,-48.20,-29.31,33.32,-3.19,9,16,13.79,-0.15,35,0.88,-5.71,19.20,-0.22,45.53
v-low-500股票池-long-short,-4.94,-56.88,-33.09,21.99,-5.15,9,11,13.27,-0.32,67,0.85,-4.71,7.82,-0.37,47.78
v-low-300股票池-long-short,-10.84,-79.35,-45.76,23.58,-9.04,8,16,17.24,-0.58,37,1.10,-8.12,8.76,-0.63,45.97
v-sp-全部-long-short,21.66,-8.93,-0.08,66.52,21.46,14,8,7.57,2.63,141,0.48,18.30,34.65,2.86,57.21
v-sp-上证综指股票池-long-short,20.53,-12.17,-1.02,73.15,20.83,11,10,8.27,2.30,185,0.53,19.79,31.60,2.48,55.81
v-sp-500股票池-long-short,14.56,-11.89,-3.71,63.65,14.89,11,10,9.26,1.52,175,0.59,12.43,27.26,1.57,54.55
v-sp-300股票池-long-short,10.39,-23.96,-14.00,53.85,10.90,10,8,12.47,0.86,367,0.80,9.70,22.60,0.83,52.39
ref000001,6.95,-52.30,-45.16,49.73,1.22,11,7,22.70,0.41,30,1.45,3.56,19.63,0.31,54.40
lo000001,12.48,-10.64,-4.69,53.51,10.66,7,5,10.67,1.16,539,0.68,6.57,28.44,1.17,58.42
ls000001,12.01,-22.07,-22.06,134.19,14.95,7,7,18.32,0.71,737,1.17,3.49,68.09,0.66,51.01
ref000300,12.25,-46.70,-42.52,51.60,7.25,12,8,23.85,0.61,1360,1.53,10.41,30.88,0.51,53.84
lo000300,10.01,-14.96,-12.60,40.59,7.43,12,5,11.61,0.88,734,0.74,5.55,21.73,0.86,54.72
ls000300,7.21,-32.96,-21.81,92.46,7.75,12,7,18.73,0.47,111,1.20,2.31,34.19,0.38,49.72
ref000905,5.74,-65.20,-50.23,56.09,1.28,9,7,27.54,0.34,24,1.76,0.06,29.34,0.21,54.43
lo000905,19.44,-12.36,-6.41,85.89,19.73,9,6,10.75,1.71,634,0.69,17.85,54.52,1.81,62.93
ls000905,23.10,-24.72,-17.60,269.02,35.26,9,6,21.87,1.06,667,1.40,11.89,165.45,1.06,52.10
refAS51,3.64,-22.75,-20.17,29.99,3.49,14,8,13.41,0.33,717,0.86,4.59,14.97,0.27,52.80
loAS51,2.40,-11.08,-6.73,14.76,2.05,6,6,5.46,0.46,1315,0.35,0.94,7.44,0.44,54.24
lsAS51,1.31,-28.68,-14.62,35.38,1.87,6,10,9.14,0.19,408,0.59,-1.19,15.85,0.14,50.09
refHSCEI,0.42,-75.54,-75.29,159.47,0.52,19,12,29.62,0.16,24,1.90,-0.36,23.16,0.01,50.48
loHSCEI,7.98,-28.19,-22.29,52.94,5.61,7,9,12.52,0.68,1235,0.80,3.66,24.08,0.64,53.85
lsHSCEI,5.16,-54.13,-42.01,61.45,3.78,7,11,20.75,0.35,3041,1.33,1.59,24.63,0.25,52.50
refTOPIX,9.73,-35.31,-22.99,59.24,5.34,12,8,16.91,0.63,741,1.08,4.72,24.65,0.58,53.44
loTOPIX,4.47,-10.72,-8.14,20.16,5.94,5,7,8.25,0.57,740,0.53,4.44,13.42,0.54,54.28
lsTOPIX,0.46,-23.14,-20.04,34.16,5.87,5,7,13.79,0.10,826,0.88,5.87,17.66,0.03,49.73
refnky,11.66,-31.80,-27.79,82.55,13.07,17,7,20.32,0.64,590,1.30,11.75,40.87,0.57,53.09
lonky,7.25,-15.54,-14.80,32.41,7.46,8,4,9.60,0.78,727,0.61,7.88,17.88,0.75,53.32
lsnky,3.50,-45.71,-34.53,42.97,5.10,8,7,15.44,0.30,253,0.99,7.34,23.88,0.23,51.04
