x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
度因子-全市场,8.47,-6.96,-3.74,23.35,8.75,17,9,4.99,1.66,201,0.32,8.55,15.77,1.70,55.36
度因子-中证500,2.76,-14.12,-13.15,23.84,3.05,12,10,6.07,0.48,617,0.39,3.08,11.28,0.46,52.10
度因子-沪深300,0.47,-23.28,-16.59,21.00,0.46,11,11,7.35,0.10,344,0.47,0.52,8.26,0.06,50.42
溢出因子-全市场,6.34,-11.08,-7.70,49.56,7.45,19,11,5.73,1.10,375,0.37,4.09,27.14,1.11,52.73
溢出因子-中证500,1.99,-20.42,-10.81,28.93,2.43,12,10,6.69,0.33,515,0.43,1.44,13.80,0.30,49.73
溢出因子-沪深300,0.70,-23.77,-13.51,45.21,2.40,11,11,7.35,0.13,1103,0.47,-1.71,18.78,0.10,50.16
修正度因子-全市场,13.65,-12.25,-2.90,30.83,13.56,15,11,6.29,2.07,173,0.40,13.50,20.43,2.17,55.51
修正度因子-中证500,8.45,-10.27,-6.94,29.88,8.39,12,10,7.24,1.16,313,0.46,8.49,18.27,1.17,52.54
修正度因子-沪深300,2.50,-23.38,-17.86,23.02,2.66,14,9,8.74,0.33,470,0.56,2.54,12.30,0.29,51.48
修正溢出因子-全市场,8.52,-15.07,-10.64,72.17,9.91,14,12,7.96,1.07,484,0.51,5.26,28.56,1.07,51.59
修正溢出因子-中证500,3.45,-36.93,-20.17,58.05,5.03,11,10,9.00,0.42,238,0.58,2.21,26.99,0.38,50.71
修正溢出因子-沪深300,0.04,-35.48,-16.93,46.54,1.23,11,10,9.49,0.05,529,0.61,-0.54,15.04,0.00,49.18
组合因子1-全市场,16.55,-10.71,-7.08,68.73,17.22,16,11,7.23,2.16,324,0.46,13.44,39.45,2.29,55.03
组合因子1-中证500,10.70,-23.24,-17.90,87.07,12.13,12,12,9.09,1.17,235,0.58,7.92,42.71,1.18,52.58
组合因子1-沪深300,2.03,-40.06,-24.82,63.48,3.52,10,14,11.39,0.23,619,0.73,1.28,21.47,0.18,51.04
修正反转因子-全市场,19.65,-13.28,-7.99,85.19,21.03,12,11,9.02,2.04,333,0.58,15.92,42.96,2.18,54.19
修正反转因子-中证500,13.70,-23.17,-19.48,98.83,15.75,15,10,11.47,1.18,157,0.73,11.64,44.53,1.20,51.88
修正反转因子-沪深300,4.77,-42.01,-24.01,64.53,6.97,11,9,12.49,0.44,194,0.80,6.27,24.42,0.38,51.63
