date,signal_I1,KWN1M_I1,NTN1M_I1,signal_I2,NTN1M_I2,NTN2M_I2,signal_I3,NTN1M_I3,NTN3M_I3,signal_I4,NTN1M_I4,NTN6M_I4,signal_I5,NTN1M_I5,NTN12M_I5,signal_I6,NTN6M_I6,NTN12M_I6
2007-08-20,-1,0,-32.72,-1,0,-32.645,-1,0,-32.59,-1,0,-32.395,-1,0,-32.08,-1,0,-32.08
2007-08-21,-1,29.5855150773581,-32.895,-1,0.349406890324917,-32.64,-1,0.349556758476405,-32.654,-1,0.347405080015764,-32.453,-1,0.344910845780295,-32.22,-1,0.335800148306536,-32.22
2007-08-22,-1,32.5522635164757,-32.87,-1,1.03096464027716,-32.755,-1,1.03026962737451,-32.715,-1,1.02353599015228,-32.495,-1,1.01404762775179,-32.16,-1,0.991023671228948,-32.16
2007-08-23,-1,32.8378385859038,-32.87,-1,2.01043462106822,-32.77,-1,2.0079094148503,-32.71,-1,1.99536587546218,-32.515,-1,1.97552354827111,-32.17,-1,1.93412742594256,-32.17
2007-08-24,-1,32.8941448933306,-32.905,-1,3.24655522921276,-32.803,-1,3.24160375645111,-32.74,-1,3.22053278403433,-32.515,-1,3.1888412388835,-32.2,-1,3.12051557399224,-32.2
2007-08-27,0,-0,0,-1,4.67680726104633,-32.795,-1,4.6699173985026,-32.75,-1,4.64091224516064,-32.565,-1,4.59284430482502,-32.195,-1,4.50744965979357,-32.195
2007-08-28,0,-0,0,-1,6.25571033591389,-32.83,-1,6.24528297188172,-32.76,-1,6.2064076979401,-32.555,-1,6.14140772595831,-32.205,-1,6.02717687411904,-32.205
2007-08-29,-1,32.9096678882442,-32.92,-1,7.92003178104792,-32.83,-1,7.90775251252488,-32.79,-1,7.85847299812094,-32.585,-1,7.77374435692907,-32.205,-1,7.64449352447802,-32.205
2007-08-30,0,-0,0,-1,9.640888478856,-32.835,-1,9.62771947166708,-32.81,-1,9.5685770839507,-32.618,-1,9.46497670195464,-32.26,-1,9.31211884973561,-32.26
2007-08-31,0,-0,0,-1,11.3249709072157,-32.815,-1,11.308020576166,-32.75,-1,11.2390099004605,-32.555,-1,11.1138353403147,-32.155,-1,10.9437999767846,-32.155
2007-09-03,0,-0,0,-1,13.0065406885665,-32.85,-1,12.9854529240344,-32.78,-1,12.9050422317519,-32.565,-1,12.7619106634957,-32.21,-1,12.5728794327802,-32.21
2007-09-04,0,-0,0,-1,14.6247388902725,-32.85,-1,14.5982793751782,-32.763,-1,14.5081160916056,-32.563,-1,14.3485209173454,-32.218,-1,14.1449193410137,-32.218
2007-09-05,0,-0,0,-1,16.178898780189,-32.845,-1,16.154234295942,-32.84,-1,16.0538540143108,-32.63,-1,15.8769117023837,-32.267,-1,15.6831925317697,-32.267
2007-09-06,0,-0,0,NaN,NaN,NaN,-1,17.5980559562466,-32.79,-1,17.4885952743873,-32.585,-1,17.2970721093593,-32.24,-1,17.0827313363465,-32.24
2007-09-07,0,-0,0,NaN,NaN,NaN,-1,19.0037388846378,-32.83,-1,18.8854634207236,-32.625,-1,18.680641132461,-32.29,-1,18.4406344382655,-32.29
2007-09-10,0,-0,0,NaN,NaN,NaN,-1,20.2482036988368,-32.865,-1,20.121959019968,-32.658,-1,19.9042911493609,-32.31,-1,19.7050054622454,-32.31
2007-09-11,0,-0,0,NaN,NaN,NaN,-1,21.415828143065,-32.87,-1,21.2822979129741,-32.665,-1,21.0537783220288,-32.33,-1,20.8627037224513,-32.33
2007-09-12,-1,33.0108079146003,-33.025,NaN,NaN,NaN,-1,22.4969728224864,-32.89,-1,22.3557696549073,-32.675,-1,22.1153339703156,-32.32,-1,21.929533581769,-32.32
2007-09-13,-1,33.0059267868394,-33.02,NaN,NaN,NaN,-1,23.4748995064257,-32.865,-1,23.3319459030631,-32.705,-1,23.0797544505824,-32.34,-1,22.9233204250043,-32.34
2007-09-14,0,-0,0,NaN,NaN,NaN,-1,24.3709730205539,-32.87,-1,24.2230565388404,-32.675,-1,23.9620150987146,-32.33,-1,23.7913763278314,-32.33
2007-09-17,0,-0,0,NaN,NaN,NaN,-1,25.2074500011055,-32.9,-1,25.0549078755214,-32.705,-1,24.7865834055751,-32.37,-1,24.6268439925885,-32.37
2007-09-18,0,-0,0,NaN,NaN,NaN,-1,25.9405419936788,-32.91,-1,25.7829976346938,-32.705,-1,25.5073842324898,-32.36,-1,25.3659080618317,-32.36
2007-09-19,0,-0,0,NaN,NaN,NaN,-1,26.6186521926425,-32.9,-1,26.457943715473,-32.71,-1,26.1755686742361,-32.365,-1,26.0412108629059,-32.365
2007-09-20,-1,32.9949476237025,-33.01,NaN,NaN,NaN,-1,27.2054740828512,-32.85,-1,27.0425219986352,-32.665,-1,26.7581597812363,-32.36,-1,26.6157251159961,-32.36
2007-09-21,1,-32.8232709505534,32.805,NaN,NaN,NaN,-1,27.576762453027,-32.65,-1,27.4121242534782,-32.46,-1,27.1254540648755,-32.135,-1,26.9900521893544,-32.135
2007-09-24,0,-0,0,NaN,NaN,NaN,-1,28.0614991237288,-32.64,-1,27.8939540267092,-32.445,-1,27.6036319850284,-32.12,-1,27.4682086785354,-32.12
2007-09-25,0,-0,0,NaN,NaN,NaN,-1,28.5325850676435,-32.645,-1,28.3631930067122,-32.46,-1,28.0697258766943,-32.14,-1,27.926835848851,-32.14
2007-09-26,0,-0,0,NaN,NaN,NaN,-1,28.9244590747521,-32.655,-1,28.7531178035103,-32.465,-1,28.4566806330642,-32.14,-1,28.33474406999,-32.14
2007-09-27,1,-32.6252675084623,32.61,NaN,NaN,NaN,-1,29.0893727762431,-32.43,-1,28.9187072130879,-32.255,-1,28.619842257764,-31.915,-1,28.5085163410823,-31.915
2007-09-28,0,-0,0,NaN,NaN,NaN,-1,29.2206802097589,-32.215,-1,29.0481914143432,-32.015,-1,28.7495071712642,-31.7,-1,28.6154994803418,-31.7
2007-10-01,0,-0,0,NaN,NaN,NaN,-1,29.4408543248938,-32.19,-1,29.2637203871373,-31.965,-1,28.9612589194529,-31.62,-1,28.8565066981538,-31.62
2007-10-02,0,-0,0,NaN,NaN,NaN,-1,29.8464298918593,-32.3,-1,29.6648563702636,-32.085,-1,29.3550191796818,-31.72,-1,29.2252163398846,-31.72
2007-10-03,0,-0,0,NaN,NaN,NaN,-1,30.1064356369984,-32.34,-1,29.9200531159319,-32.11,-1,29.6051609460564,-31.75,-1,29.4849291510445,-31.75
2007-10-04,0,-0,0,NaN,NaN,NaN,-1,30.3448012326867,-32.37,-1,30.1584408238811,-32.185,-1,29.8350791461002,-31.785,-1,29.765955017069,-31.785
2007-10-05,0,-0,0,NaN,NaN,NaN,-1,30.417098704933,-32.21,-1,30.2310499374926,-32.02,-1,29.9019132466487,-31.625,-1,29.8027162747425,-31.625
2007-10-08,0,-0,0,NaN,NaN,NaN,-1,30.6213627968789,-32.29,-1,30.431398491869,-32.065,-1,30.0951452857596,-31.665,-1,30.0163563650717,-31.665
2007-10-09,0,-0,0,NaN,NaN,NaN,-1,30.8628527706129,-32.34,-1,30.6675498956804,-32.1,-1,30.324755635655,-31.705,-1,30.2055413379356,-31.705
2007-10-10,1,-32.509045295412,32.495,NaN,NaN,NaN,-1,30.9664757878213,-32.308,-1,30.7699767231447,-32.098,-1,30.4229987460147,-31.708,-1,30.3455633787932,-31.708
2007-10-11,0,-0,0,NaN,NaN,NaN,-1,31.0438678756015,-32.28,-1,30.8478325480669,-32.085,-1,30.4933557746851,-31.655,-1,30.4575685923779,-31.655
2007-10-12,0,-0,0,NaN,NaN,NaN,-1,31.2472461356577,-32.36,-1,31.0488863635866,-32.145,-1,30.6891099405331,-31.745,-1,30.6304787328979,-31.745
2007-10-15,0,-0,0,NaN,NaN,NaN,-1,31.3821535268834,-32.39,-1,31.1820193914621,-32.175,-1,30.8190205925201,-31.785,-1,30.7651042275657,-31.785
2007-10-16,-1,32.619934809071,-32.63,NaN,NaN,NaN,-1,31.5469181926648,-32.47,-1,31.3459367224078,-32.265,-1,30.9776531622764,-31.855,-1,30.9458527664125,-31.855
2007-10-17,0,-0,0,NaN,NaN,NaN,-1,31.5576013573688,-32.4,-1,31.355713245128,-32.185,-1,30.9842023780033,-31.775,-1,30.9538623226426,-31.775
2007-10-18,0,-0,0,NaN,NaN,NaN,-1,31.5559553959047,-32.29,-1,31.3542309115089,-32.085,-1,30.9829469833726,-31.707,-1,30.9365019558158,-31.707
2007-10-19,0,-0,0,NaN,NaN,NaN,-1,31.6558102236814,-32.34,-1,31.4526419730731,-32.125,-1,31.0773086372533,-31.715,-1,31.043546755649,-31.715
2007-10-22,0,-0,0,NaN,NaN,NaN,-1,31.6936615555275,-32.3,-1,31.4904745942199,-32.095,-1,31.1120610966357,-31.685,-1,31.0762348792518,-31.685
2007-10-23,0,-0,0,NaN,NaN,NaN,-1,31.7719152796115,-32.3,-1,31.5684289485521,-32.095,-1,31.1867068633261,-31.685,-1,31.1319865834701,-31.685
2007-10-24,0,-0,0,NaN,NaN,NaN,-1,31.7831659225964,-32.28,-1,31.581723244725,-32.095,-1,31.1967351077831,-31.675,-1,31.1814136571247,-31.675
2007-10-25,0,-0,0,NaN,NaN,NaN,-1,31.7381584560599,-32.17,-1,31.5368939889155,-31.965,-1,31.1533880911959,-31.585,-1,31.1029289378565,-31.585
2007-10-26,-1,32.285330268506,-32.305,NaN,NaN,NaN,-1,31.7145738029324,-32.12,-1,31.5133320239563,-31.915,-1,31.1270325879317,-31.495,-1,31.0934809070263,-31.495
2007-10-29,0,-0,0,NaN,NaN,NaN,-1,31.7543485732997,-32.11,-1,31.5527336785473,-31.905,-1,31.1631573806218,-31.485,-1,31.1191837887384,-31.485
2007-10-30,-1,32.3178808315077,-32.33,NaN,NaN,NaN,-1,31.8065553097346,-32.14,-1,31.6054868084948,-31.945,-1,31.2127817316088,-31.525,-1,31.1904491760807,-31.525
2007-10-31,-1,32.3118356502686,-32.331,NaN,NaN,NaN,-1,31.828132539087,-32.05,-1,31.6266958190181,-31.845,-1,31.2342778618047,-31.455,-1,31.1244508302734,-31.455
2007-11-01,1,-32.2942182064034,32.263,NaN,NaN,NaN,-1,31.7968096192943,-32.16,-1,31.5973613057579,-31.975,-1,31.2030611848928,-31.555,-1,31.2777697449344,-31.555
2007-11-02,0,-0,0,NaN,NaN,NaN,-1,31.8521219030545,-32.15,-1,31.6520037833875,-31.945,-1,31.2568901336385,-31.545,-1,31.2739757201869,-31.545
2007-11-05,0,-0,0,NaN,NaN,NaN,-1,31.8629450067081,-32.04,-1,31.6624006512127,-31.835,-1,31.2659376241993,-31.425,-1,31.1880726594461,-31.425
2007-11-06,-1,32.2677892237001,-32.279,NaN,NaN,NaN,-1,31.8698897196246,-32.02,-1,31.6679982134096,-31.805,-1,31.2712957191573,-31.405,-1,31.1792642617397,-31.405
2007-11-07,0,-0,0,NaN,NaN,NaN,-1,31.835166794771,-32.03,-1,31.6246053824399,-31.735,-1,31.2378623666531,-31.435,-1,31.138560637671,-31.435
2007-11-08,0,-0,0,NaN,NaN,NaN,-1,31.8166310674097,-31.96,-1,31.6077722155336,-31.765,-1,31.2181943369607,-31.345,-1,31.1819653630207,-31.345
2007-11-09,0,-0,0,NaN,NaN,NaN,-1,31.7304133934463,-31.87,-1,31.5206057684318,-31.645,-1,31.1319140302862,-31.253,-1,31.0791666641921,-31.253
2007-11-12,1,-32.1867363061549,32.17,NaN,NaN,NaN,-1,31.8118947137248,-31.92,-1,31.6011685969682,-31.705,-1,31.2106124114479,-31.305,-1,31.1510764053024,-31.305
2007-11-13,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,-1,31.1293004555985,-31.233
2007-11-14,1,-32.1304550861033,32.118,NaN,NaN,NaN,-1,31.7749055296021,-31.925,-1,31.5612563302375,-31.675,-1,31.1659727596615,-31.275,-1,31.1402612970276,-31.275
2007-11-15,1,-32.1580648038728,32.143,NaN,NaN,NaN,-1,31.8150840852283,-31.99,-1,31.5992462115957,-31.755,-1,31.2013384546052,-31.335,-1,31.2271007253345,-31.335
2007-11-16,-1,32.2068167590444,-32.224,NaN,NaN,NaN,-1,31.904421491717,-32.02,-1,31.6872248216263,-31.795,0,-0,0,-1,31.2700979322425,-31.335
2007-11-19,0,-0,0,NaN,NaN,NaN,-1,31.9512326181605,-32.03,-1,31.7330428212488,-31.805,0,-0,0,-1,31.2851753706235,-31.365
2007-11-20,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,-1,31.3367548745093,-31.4,-1,31.2710100348535,-31.4
2007-11-21,1,-32.2289160111538,32.199,NaN,NaN,NaN,-1,31.8995635187865,-32.04,-1,31.679259870943,-31.815,-1,31.2699693282214,-31.365,0,-0,0
2007-11-22,0,-0,0,NaN,NaN,NaN,-1,31.9449931242644,-32.02,0,-0,0,0,-0,0,-1,31.2723065336324,-31.335
2007-11-23,0,-0,0,NaN,NaN,NaN,-1,31.9042148399097,-31.97,0,-0,0,1,-31.259746738756,31.234,0,-0,0
2007-11-26,1,-32.195569181465,32.185,NaN,NaN,NaN,0,-0,0,0,-0,0,1,-31.2447634689371,31.225,0,-0,0
2007-11-27,0,-0,0,NaN,NaN,NaN,-1,31.8855651817124,-31.95,0,-0,0,0,-0,0,-1,31.1976828516516,-31.265
2007-11-28,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2007-11-29,0,-0,0,NaN,NaN,NaN,-1,31.8542595888493,-31.936,0,-0,0,0,-0,0,-1,31.1559056869416,-31.223
2007-11-30,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,1,-31.113306719239,31.095,0,-0,0
2007-12-03,-1,32.1435262618527,-32.155,NaN,NaN,NaN,0,-0,0,0,-0,0,1,-31.2060311980705,31.195,0,-0,0
2007-12-04,0,-0,0,NaN,NaN,NaN,0,-0,0,1,-31.631907552136,31.615,1,-31.2001810458282,31.175,0,-0,0
2007-12-05,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,1,-31.1983115091992,31.165,0,-0,0
2007-12-06,0,-0,0,NaN,NaN,NaN,0,-0,0,1,-31.6226777791813,31.595,1,-31.1862181594397,31.148,0,-0,0
2007-12-07,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,1,-31.1866627532552,31.175,0,-0,0
2007-12-10,1,-32.1854723385275,32.175,NaN,NaN,NaN,0,-0,0,1,-31.6339669211716,31.615,1,-31.1958201233917,31.175,0,-0,0
2007-12-11,1,-32.2501444846045,32.235,NaN,NaN,NaN,0,-0,0,1,-31.6883119641642,31.675,1,-31.2502581797329,31.245,0,-0,0
2007-12-12,-1,32.2214272350202,-32.235,NaN,NaN,NaN,-1,31.9610028973998,-32.035,0,-0,0,0,-0,0,-1,31.2237533528517,-31.285
2007-12-13,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,-1,31.3460389888195,-31.415
2007-12-14,1,-32.3612075704479,32.35,NaN,NaN,NaN,-1,32.0815939152435,-32.15,0,-0,0,-1,31.3654051792555,-31.425,0,-0,0
2007-12-17,0,-0,0,NaN,NaN,NaN,-1,32.2798836608274,-32.355,-1,31.9949868263665,-32.065,-1,31.5585096421244,-31.625,0,-0,0
2007-12-18,0,-0,0,NaN,NaN,NaN,-1,32.2510218369089,-32.335,-1,31.9659267893159,-32.045,-1,31.5344751801598,-31.655,-1,31.5720902020335,-31.655
2007-12-19,0,-0,0,NaN,NaN,NaN,-1,32.2319563412438,-32.315,-1,31.9466051365932,-32.025,-1,31.5175931268391,-31.615,0,-0,0
2007-12-20,1,-32.4355686744345,32.415,NaN,NaN,NaN,-1,32.1666232144798,-32.235,-1,31.8833494265899,-31.965,-1,31.456089593781,-31.545,0,-0,0
2007-12-21,0,-0,0,NaN,NaN,NaN,0,-0,0,-1,31.9065830878295,-32.015,-1,31.4769665677357,-31.565,0,-0,0
2007-12-24,0,-0,0,NaN,NaN,NaN,-1,32.179696856636,-32.255,-1,31.9033999639478,-31.995,-1,31.473223137834,-31.558,0,-0,0
2007-12-25,0,-0,0,NaN,NaN,NaN,-1,32.1838941150433,-32.253,-1,31.9096975695442,-31.998,-1,31.4778239584416,-31.55,0,-0,0
2007-12-26,0,-0,0,NaN,NaN,NaN,0,-0,0,-1,31.9131397951843,-31.975,-1,31.4844108447763,-31.575,-1,31.5096574211635,-31.575
2007-12-27,0,-0,0,NaN,NaN,NaN,-1,32.2095855515531,-32.275,-1,31.9388926166593,-32.025,0,-0,0,0,-0,0
2007-12-28,-1,32.38772349892,-32.4,NaN,NaN,NaN,0,-0,0,-1,31.9039379046088,-31.975,-1,31.4717007364922,-31.535,0,-0,0
2007-12-31,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,-1,31.3263769980975,-31.405,-1,31.3428939841662,-31.405
2008-01-01,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,-1,31.3271307281796,-31.395
2008-01-02,1,-32.3486387357804,32.33,NaN,NaN,NaN,0,-0,0,0,-0,0,-1,31.4150575734988,-31.475,0,-0,0
2008-01-03,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,-1,31.4101976560321,-31.485,-1,31.4211914011099,-31.485
2008-01-04,1,-32.3959975290095,32.385,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2008-01-07,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,-1,31.5233153606562,-31.595,0,-0,0
2008-01-08,0,-0,0,NaN,NaN,NaN,0,-0,0,-1,31.9196081286659,-31.988,-1,31.5074299595624,-31.615,-1,31.5421503882565,-31.615
2008-01-09,0,-0,0,NaN,NaN,NaN,0,-0,0,-1,31.9368206140398,-32.035,-1,31.5267267904606,-31.645,0,-0,0
2008-01-10,0,-0,0,NaN,NaN,NaN,0,-0,0,-1,31.9680813433746,-32.105,-1,31.5617075236542,-31.735,-1,31.6643670561945,-31.735
2008-01-11,0,-0,0,NaN,NaN,NaN,-1,32.218702652405,-32.285,-1,31.9775311202841,-32.095,-1,31.5771792308799,-31.75,-1,31.6608039736959,-31.75
2008-01-14,1,-32.1704110247985,32.15,NaN,NaN,NaN,0,-0,0,-1,31.7031162245167,-31.795,-1,31.3112913191973,-31.45,-1,31.3700670175086,-31.45
2008-01-15,1,-32.0167233298092,32,NaN,NaN,NaN,0,-0,0,-1,31.5589896495097,-31.625,-1,31.1685518842675,-31.23,0,-0,0
2008-01-16,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2008-01-17,1,-32.1862505634831,32.17,NaN,NaN,NaN,0,-0,0,0,-0,0,-1,31.3408921745012,-31.43,-1,31.3631232747244,-31.43
2008-01-18,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,-1,31.3982348213808,-31.463,0,-0,0
2008-01-21,1,-32.3460434382591,32.335,NaN,NaN,NaN,0,-0,0,0,-0,0,-1,31.5088127396972,-31.57,-1,31.5075534899186,-31.57
2008-01-22,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,-1,31.458103238799,-31.56,-1,31.4829021925437,-31.56
2008-01-23,0,-0,0,NaN,NaN,NaN,-1,32.0508027827596,-32.125,-1,31.8375356118417,-31.955,-1,31.465992841865,-31.66,-1,31.550546615091,-31.66
2008-01-24,0,-0,0,NaN,NaN,NaN,0,-0,0,-1,31.8045339420753,-31.895,-1,31.4437439757581,-31.63,-1,31.5016889397853,-31.63
2008-01-25,0,-0,0,NaN,NaN,NaN,0,-0,0,-1,31.8113444542112,-31.905,-1,31.4579177847056,-31.62,-1,31.5190501638707,-31.62
2008-01-28,0,-0,0,NaN,NaN,NaN,0,-0,0,1,-31.7770530863547,31.625,-1,31.4597057068215,-31.643,-1,31.2773766930813,-31.643
2008-01-29,-1,32.1847702800959,-32.2,NaN,NaN,NaN,0,-0,0,-1,31.7737355777975,-31.865,-1,31.4615636550686,-31.6,-1,31.5199902391419,-31.6
2008-01-30,0,-0,0,NaN,NaN,NaN,0,-0,0,-1,31.7366207379663,-31.835,-1,31.4308641227102,-31.585,-1,31.4964579960106,-31.585
2008-01-31,1,-32.0327169446559,32.015,NaN,NaN,NaN,0,-0,0,0,-0,0,-1,31.3003519839252,-31.39,-1,31.313309102286,-31.39
2008-02-01,1,-31.8495846051072,31.835,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,-1,31.0947677686462,-31.165
2008-02-04,0,-0,0,NaN,NaN,NaN,1,-31.5813532697162,31.575,0,-0,0,1,-31.0751359252878,31.045,1,-31.0603508035395,31.045
2008-02-05,1,-31.776052166153,31.76,NaN,NaN,NaN,1,-31.547118902484,31.535,1,-31.3378001515129,31.31,1,-31.0410216508714,31.025,0,-0,0
2008-02-06,0,-0,0,NaN,NaN,NaN,0,-0,0,1,-31.3036321828375,31.29,0,-0,0,0,-0,0
2008-02-07,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,1,-31.0593613745952,31.055,0,-0,0
2008-02-08,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2008-02-11,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,1,-31.0677869895935,31.065,0,-0,0
2008-02-12,1,-31.5290555340597,31.51,NaN,NaN,NaN,0,-0,0,1,-31.0737154717552,31.04,1,-30.7779728829776,30.745,0,-0,0
2008-02-13,1,-31.4361012656785,31.425,NaN,NaN,NaN,1,-31.2018834005823,31.2,1,-30.9800823822243,30.915,1,-30.684223964012,30.61,0,-0,0
2008-02-14,0,-0,0,NaN,NaN,NaN,0,-0,0,1,-31.0442321068839,30.98,1,-30.746900743463,30.675,0,-0,0
2008-02-15,0,-0,0,NaN,NaN,NaN,1,-31.2028341244209,31.175,1,-30.9688944430312,30.89,1,-30.6723647299121,30.595,0,-0,0
2008-02-18,0,-0,0,NaN,NaN,NaN,1,-31.2668885001133,31.245,1,-31.0267375563217,30.95,1,-30.7288376276839,30.645,0,-0,0
2008-02-19,0,-0,0,NaN,NaN,NaN,1,-31.18844412478,31.18,1,-30.9436769511921,30.885,1,-30.6453089364648,30.575,0,-0,0
2008-02-20,1,-31.3948331429709,31.385,NaN,NaN,NaN,0,-0,0,1,-30.8914576060532,30.845,1,-30.5914733958248,30.525,0,-0,0
2008-02-21,1,-31.2219277301669,31.2,NaN,NaN,NaN,1,-30.9544244488282,30.95,1,-30.7033885302242,30.675,1,-30.4069856628977,30.396,0,-0,0
2008-02-22,1,-31.0509106487189,31.035,NaN,NaN,NaN,1,-30.7851054239824,30.76,1,-30.5358546496923,30.515,1,-30.2368812161184,30.175,1,-30.1862235186967,30.175
2008-02-25,1,-30.8625225608818,30.845,NaN,NaN,NaN,1,-30.5896142602205,30.55,1,-30.3366783393128,30.245,1,-30.0351886002038,29.9,1,-29.9146977659404,29.9
2008-02-26,0,-0,0,NaN,NaN,NaN,1,-30.5958063086056,30.54,1,-30.3398414794395,30.255,1,-30.0357227125241,29.926,0,-0,0
2008-02-27,0,-0,0,NaN,NaN,NaN,1,-30.214650876534,30.15,1,-29.9562336865177,29.835,1,-29.6465268267046,29.431,1,-29.4973003704664,29.431
2008-02-28,0,-0,0,NaN,NaN,NaN,1,-30.1051617734573,30.03,1,-29.8442597793554,29.735,1,-29.5251662700054,29.31,1,-29.388024151583,29.31
2008-02-29,-1,30.6941668828516,-30.705,NaN,NaN,NaN,1,-30.414658959964,30.37,1,-30.1509108006505,30.105,1,-29.8172444430975,29.66,1,-29.742543819491,29.66
2008-03-03,0,-0,0,NaN,NaN,NaN,0,-0,0,1,-30.287906047247,30.265,1,-29.9480855218794,29.88,1,-29.8959771418708,29.88
2008-03-04,1,-30.6490082737118,30.63,NaN,NaN,NaN,1,-30.3301309760836,30.28,1,-30.0621467413047,29.995,1,-29.7185968023067,29.59,1,-29.623033630705,29.59
2008-03-05,0,-0,0,NaN,NaN,NaN,1,-30.308376240785,30.27,1,-30.0389795859743,29.985,1,-29.690905878462,29.59,1,-29.6083594991528,29.59
2008-03-06,1,-30.6291766200403,30.605,NaN,NaN,NaN,1,-30.2894463703084,30.23,1,-30.0187265833426,29.945,1,-29.6664914716253,29.55,1,-29.5644535859669,29.55
2008-03-07,1,-30.5025419173227,30.49,NaN,NaN,NaN,1,-30.1650932793374,30.09,1,-29.8940238327304,29.805,1,-29.5382206283643,29.4,1,-29.4212013728446,29.4
2008-03-10,0,-0,0,NaN,NaN,NaN,1,-30.0628368166741,30.01,1,-29.7876713799023,29.685,1,-29.4275427952517,29.27,1,-29.2971679138804,29.27
2008-03-11,1,-30.3959508324705,30.365,NaN,NaN,NaN,1,-30.0247113063728,29.97,1,-29.746208079363,29.655,1,-29.3796495299438,29.22,1,-29.2606705803475,29.22
2008-03-12,1,-30.4669941677815,30.445,NaN,NaN,NaN,1,-30.0952492755371,30.04,1,-29.8136890383745,29.735,1,-29.4365770114076,29.262,1,-29.3299960116533,29.262
2008-03-13,1,-30.4183546424926,30.39,NaN,NaN,NaN,1,-30.035335052279,30.01,1,-29.7521313021777,29.705,1,-29.3704066313723,29.27,1,-29.2950004687974,29.27
2008-03-14,1,-30.7422363017405,30.725,NaN,NaN,NaN,1,-30.3621057880948,30.35,0,-0,0,1,-29.6803641364517,29.575,1,-29.6583516337703,29.575
2008-03-17,1,-30.73436356664,30.67,NaN,NaN,NaN,-1,30.3116621918574,-30.38,-1,30.0296251949111,-30.115,-1,29.6321822869791,-29.71,0,-0,0
2008-03-18,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2008-03-19,-1,30.5148442925884,-30.525,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2008-03-20,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2008-03-21,0,-0,0,NaN,NaN,NaN,0,-0,0,1,-29.4665355240545,29.445,1,-29.0746082947086,29.043,0,-0,0
2008-03-24,1,-29.6169680154343,29.6,NaN,NaN,NaN,1,-29.2436001481869,29.18,1,-28.959445018757,28.855,1,-28.5715474495511,28.44,1,-28.4399576222977,28.44
2008-03-25,-1,29.69360290164,-29.725,NaN,NaN,NaN,1,-29.3594162139852,29.31,1,-29.0714763357069,28.995,1,-28.6770902661954,28.55,1,-28.5729442589879,28.55
2008-03-26,0,-0,0,NaN,NaN,NaN,1,-29.4758926282056,29.384,1,-29.1830867981795,29.054,1,-28.7889851672266,28.68,0,-0,0
2008-03-27,-1,30.0156812451545,-30.03,NaN,NaN,NaN,1,-29.6438284809202,29.625,1,-29.3497438323272,29.335,1,-28.9491684770211,28.892,1,-28.9053929406586,28.892
2008-03-28,-1,30.2985849646684,-30.325,NaN,NaN,NaN,1,-29.9042467308666,29.63,0,-0,0,0,-0,0,0,-0,0
2008-03-31,0,-0,0,NaN,NaN,NaN,-1,29.7809679738077,-29.86,1,-29.5074904613995,29.5,1,-29.1062507071331,29.1,0,-0,0
2008-04-01,0,-0,0,NaN,NaN,NaN,0,-0,0,1,-29.2094943462995,29.19,1,-28.8111407314791,28.78,0,-0,0
2008-04-02,-1,30.0615348382918,-30.09,NaN,NaN,NaN,0,-0,0,1,-29.3964277072582,29.39,0,-0,0,0,-0,0
2008-04-03,-1,30.3477480239644,-30.37,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2008-04-04,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,0,-0,0,0,-0,0
2008-04-07,0,-0,0,NaN,NaN,NaN,0,-0,0,0,-0,0,1,-29.2270488854079,29.22,0,-0,0
2008-04-08,0,-0,0,NaN,NaN,NaN,-1,30.0584358291145,-30.15,0,-0,0,-1,29.3567822425291,-29.43,0,-0,0
