date,signal,usdtwd,usdcnh
2018-08-29,0,-0,0
2018-08-30,0,-0,0
2018-08-31,0,-0,0
2018-09-03,0,-0,0
2018-09-04,0,-0,0
2018-09-05,0,-0,0
2018-09-06,0,-0,0
2018-09-07,0,-0,0
2018-09-10,0,-0,0
2018-09-11,0,-0,0
2018-09-12,0,-0,0
2018-09-13,0,-0,0
2018-09-14,0,-0,0
2018-09-17,0,-0,0
2018-09-18,0,-0,0
2018-09-19,0,-0,0
2018-09-20,0,-0,0
2018-09-21,0,-0,0
2018-09-24,0,-0,0
2018-09-25,0,-0,0
2018-09-26,0,-0,0
2018-09-27,-1,6.83232127222867,-6.8877
2018-09-28,-1,6.82747514364097,-6.8754
2018-10-01,0,-0,0
2018-10-02,0,-0,0
2018-10-03,0,-0,0
2018-10-04,0,-0,0
2018-10-05,1,-6.91314744756712,6.8946
2018-10-08,0,-0,0
2018-10-09,0,-0,0
2018-10-10,0,-0,0
2018-10-11,1,-6.89543417319471,6.8787
2018-10-12,0,-0,0
2018-10-15,0,-0,0
2018-10-16,0,-0,0
2018-10-17,0,-0,0
2018-10-18,0,-0,0
2018-10-19,0,-0,0
2018-10-22,0,-0,0
2018-10-23,0,-0,0
2018-10-24,0,-0,0
2018-10-25,0,-0,0
2018-10-26,0,-0,0
2018-10-29,0,-0,0
2018-10-30,0,-0,0
2018-10-31,0,-0,0
2018-11-01,0,-0,0
2018-11-02,0,-0,0
2018-11-05,0,-0,0
2018-11-06,0,-0,0
2018-11-07,0,-0,0
2018-11-08,0,-0,0
2018-11-09,0,-0,0
2018-11-12,0,-0,0
2018-11-13,0,-0,0
2018-11-14,0,-0,0
2018-11-15,0,-0,0
2018-11-16,0,-0,0
2018-11-19,0,-0,0
2018-11-20,0,-0,0
2018-11-21,0,-0,0
2018-11-22,0,-0,0
2018-11-23,0,-0,0
2018-11-26,0,-0,0
2018-11-27,0,-0,0
2018-11-28,0,-0,0
2018-11-29,0,-0,0
2018-11-30,0,-0,0
2018-12-03,0,-0,0
2018-12-04,1,-6.88959421300525,6.8494
2018-12-05,1,-6.88298141556654,6.8594
2018-12-06,0,-0,0
2018-12-07,0,-0,0
2018-12-10,0,-0,0
2018-12-11,0,-0,0
2018-12-12,0,-0,0
2018-12-13,0,-0,0
2018-12-14,0,-0,0
2018-12-17,0,-0,0
2018-12-18,0,-0,0
2018-12-19,0,-0,0
2018-12-20,0,-0,0
2018-12-21,0,-0,0
2018-12-24,0,-0,0
2018-12-25,0,-0,0
2018-12-26,0,-0,0
2018-12-27,0,-0,0
2018-12-28,-1,6.8400841737336,-6.8819
2018-12-31,0,-0,0
2019-01-01,0,-0,0
2019-01-02,0,-0,0
2019-01-03,1,-6.90622687747346,6.883
2019-01-04,0,-0,0
2019-01-07,1,-6.86738320898621,6.8464
2019-01-08,0,-0,0
2019-01-09,1,-6.83823125924112,6.8126
2019-01-10,1,-6.82463301476586,6.7935
2019-01-11,1,-6.80493164918473,6.7605
2019-01-14,1,-6.79933374435063,6.763
2019-01-15,0,-0,0
2019-01-16,0,-0,0
2019-01-17,0,-0,0
2019-01-18,0,-0,0
2019-01-21,0,-0,0
2019-01-22,0,-0,0
2019-01-23,0,-0,0
2019-01-24,0,-0,0
2019-01-25,0,-0,0
2019-01-28,0,-0,0
2019-01-29,0,-0,0
2019-01-30,0,-0,0
2019-01-31,0,-0,0
2019-02-01,0,-0,0
2019-02-04,0,-0,0
2019-02-05,0,-0,0
2019-02-06,0,-0,0
2019-02-07,0,-0,0
2019-02-08,0,-0,0
2019-02-11,0,-0,0
2019-02-12,0,-0,0
2019-02-13,0,-0,0
2019-02-14,0,-0,0
2019-02-15,0,-0,0
2019-02-18,0,-0,0
2019-02-19,0,-0,0
2019-02-20,1,-6.74045422881674,6.7186
2019-02-21,0,-0,0
2019-02-22,0,-0,0
2019-02-25,1,-6.70191039523154,6.6834
2019-02-26,0,-0,0
2019-02-27,0,-0,0
2019-02-28,0,-0,0
2019-03-01,0,-0,0
2019-03-04,0,-0,0
2019-03-05,0,-0,0
2019-03-06,0,-0,0
2019-03-07,0,-0,0
2019-03-08,0,-0,0
2019-03-11,0,-0,0
2019-03-12,0,-0,0
2019-03-13,0,-0,0
2019-03-14,0,-0,0
2019-03-15,0,-0,0
2019-03-18,0,-0,0
2019-03-19,0,-0,0
2019-03-20,0,-0,0
2019-03-21,0,-0,0
2019-03-22,0,-0,0
2019-03-25,0,-0,0
2019-03-26,0,-0,0
2019-03-27,0,-0,0
2019-03-28,0,-0,0
2019-03-29,0,-0,0
2019-04-01,0,-0,0
2019-04-02,0,-0,0
2019-04-03,0,-0,0
2019-04-04,0,-0,0
2019-04-05,0,-0,0
2019-04-08,0,-0,0
2019-04-09,0,-0,0
2019-04-10,0,-0,0
2019-04-11,0,-0,0
2019-04-12,0,-0,0
2019-04-15,0,-0,0
2019-04-16,0,-0,0
2019-04-17,0,-0,0
2019-04-18,0,-0,0
2019-04-19,0,-0,0
2019-04-22,0,-0,0
2019-04-23,0,-0,0
2019-04-24,0,-0,0
2019-04-25,0,-0,0
2019-04-26,0,-0,0
2019-04-29,0,-0,0
2019-04-30,0,-0,0
2019-05-01,0,-0,0
2019-05-02,0,-0,0
2019-05-03,0,-0,0
2019-05-06,0,-0,0
2019-05-07,-1,6.75326933414382,-6.795
2019-05-08,-1,6.76732002297168,-6.8081
2019-05-09,-1,6.79099395041844,-6.8377
2019-05-10,-1,6.79339267339663,-6.8438
2019-05-13,-1,6.84813483369687,-6.9122
2019-05-14,0,-0,0
2019-05-15,-1,6.86143198038352,-6.9045
2019-05-16,0,-0,0
2019-05-17,0,-0,0
2019-05-20,0,-0,0
2019-05-21,0,-0,0
2019-05-22,0,-0,0
2019-05-23,1,-6.94374102995507,6.927
2019-05-24,0,-0,0
2019-05-27,0,-0,0
2019-05-28,0,-0,0
2019-05-29,0,-0,0
2019-05-30,0,-0,0
2019-05-31,0,-0,0
2019-06-03,0,-0,0
2019-06-04,0,-0,0
2019-06-05,0,-0,0
2019-06-06,0,-0,0
2019-06-07,0,-0,0
2019-06-10,0,-0,0
2019-06-11,0,-0,0
2019-06-12,0,-0,0
2019-06-13,0,-0,0
2019-06-14,0,-0,0
2019-06-17,0,-0,0
2019-06-18,0,-0,0
2019-06-19,0,-0,0
2019-06-20,0,-0,0
2019-06-21,0,-0,0
2019-06-24,0,-0,0
2019-06-25,0,-0,0
2019-06-26,0,-0,0
2019-06-27,0,-0,0
2019-06-28,0,-0,0
2019-07-01,0,-0,0
2019-07-02,0,-0,0
2019-07-03,0,-0,0
2019-07-04,0,-0,0
2019-07-05,0,-0,0
2019-07-08,0,-0,0
2019-07-09,0,-0,0
2019-07-10,0,-0,0
2019-07-11,0,-0,0
2019-07-12,0,-0,0
2019-07-15,0,-0,0
2019-07-16,0,-0,0
2019-07-17,0,-0,0
2019-07-18,0,-0,0
2019-07-19,0,-0,0
2019-07-22,0,-0,0
2019-07-23,0,-0,0
2019-07-24,0,-0,0
2019-07-25,0,-0,0
2019-07-26,0,-0,0
2019-07-29,0,-0,0
2019-07-30,0,-0,0
2019-07-31,0,-0,0
2019-08-01,0,-0,0
2019-08-02,0,-0,0
2019-08-05,-1,7.03254264245348,-7.0991
2019-08-06,-1,6.99976475725962,-7.0539
2019-08-07,-1,7.01437921739991,-7.0841
2019-08-08,-1,7.00525996747375,-7.0773
2019-08-09,-1,7.03998569968255,-7.0977
2019-08-12,0,-0,0
2019-08-13,0,-0,0
2019-08-14,0,-0,0
2019-08-15,0,-0,0
2019-08-16,0,-0,0
2019-08-19,0,-0,0
2019-08-20,0,-0,0
2019-08-21,0,-0,0
2019-08-22,0,-0,0
2019-08-23,-1,7.08840403423817,-7.1351
2019-08-26,-1,7.09965618273531,-7.168
2019-08-27,-1,7.11875974049821,-7.1666
2019-08-28,-1,7.12767326580079,-7.17
2019-08-29,0,-0,0
2019-08-30,0,-0,0
2019-09-02,-1,7.14998806091312,-7.1925
2019-09-03,0,-0,0
2019-09-04,0,-0,0
2019-09-05,0,-0,0
2019-09-06,0,-0,0
2019-09-09,0,-0,0
2019-09-10,0,-0,0
2019-09-11,0,-0,0
2019-09-12,0,-0,0
2019-09-13,0,-0,0
2019-09-16,0,-0,0
2019-09-17,0,-0,0
2019-09-18,0,-0,0
2019-09-19,0,-0,0
2019-09-20,0,-0,0
2019-09-23,0,-0,0
2019-09-24,0,-0,0
2019-09-25,0,-0,0
2019-09-26,0,-0,0
2019-09-27,0,-0,0
2019-09-30,0,-0,0
2019-10-01,0,-0,0
2019-10-02,0,-0,0
2019-10-03,0,-0,0
2019-10-04,0,-0,0
2019-10-07,0,-0,0
2019-10-08,-1,7.10346522700627,-7.164
2019-10-09,-1,7.0978372403631,-7.1381
2019-10-10,0,-0,0
2019-10-11,0,-0,0
2019-10-14,0,-0,0
2019-10-15,0,-0,0
2019-10-16,0,-0,0
2019-10-17,0,-0,0
2019-10-18,0,-0,0
2019-10-21,0,-0,0
2019-10-22,0,-0,0
2019-10-23,0,-0,0
2019-10-24,0,-0,0
2019-10-25,0,-0,0
2019-10-28,0,-0,0
2019-10-29,0,-0,0
2019-10-30,0,-0,0
2019-10-31,0,-0,0
2019-11-01,0,-0,0
2019-11-04,0,-0,0
2019-11-05,0,-0,0
2019-11-06,0,-0,0
2019-11-07,0,-0,0
2019-11-08,0,-0,0
2019-11-11,0,-0,0
2019-11-12,0,-0,0
2019-11-13,0,-0,0
2019-11-14,0,-0,0
2019-11-15,0,-0,0
2019-11-18,0,-0,0
2019-11-19,0,-0,0
2019-11-20,0,-0,0
2019-11-21,0,-0,0
2019-11-22,0,-0,0
2019-11-25,0,-0,0
2019-11-26,0,-0,0
2019-11-27,0,-0,0
2019-11-28,0,-0,0
2019-11-29,0,-0,0
2019-12-02,0,-0,0
2019-12-03,-1,7.0284521577663,-7.0685
2019-12-04,0,-0,0
2019-12-05,0,-0,0
2019-12-06,0,-0,0
2019-12-09,0,-0,0
2019-12-10,0,-0,0
2019-12-11,0,-0,0
2019-12-12,1,-6.95967681449662,6.9432
2019-12-13,0,-0,0
2019-12-16,-1,6.9508074555572,-6.9915
2019-12-17,0,-0,0
2019-12-18,0,-0,0
2019-12-19,0,-0,0
2019-12-20,0,-0,0
2019-12-23,0,-0,0
2019-12-24,0,-0,0
2019-12-25,0,-0,0
2019-12-26,0,-0,0
2019-12-27,0,-0,0
2019-12-30,0,-0,0
2019-12-31,0,-0,0
2020-01-01,0,-0,0
2020-01-02,0,-0,0
2020-01-03,0,-0,0
2020-01-06,0,-0,0
2020-01-07,0,-0,0
2020-01-08,0,-0,0
2020-01-09,0,-0,0
2020-01-10,0,-0,0
2020-01-13,0,-0,0
2020-01-14,0,-0,0
2020-01-15,0,-0,0
2020-01-16,0,-0,0
2020-01-17,1,-6.88238316490506,6.8665
2020-01-20,0,-0,0
2020-01-21,0,-0,0
2020-01-22,0,-0,0
2020-01-23,0,-0,0
2020-01-24,0,-0,0
2020-01-27,0,-0,0
2020-01-28,0,-0,0
2020-01-29,0,-0,0
2020-01-30,0,-0,0
2020-01-31,0,-0,0
2020-02-03,0,-0,0
2020-02-04,0,-0,0
2020-02-05,0,-0,0
2020-02-06,0,-0,0
2020-02-07,0,-0,0
2020-02-10,0,-0,0
2020-02-11,0,-0,0
2020-02-12,0,-0,0
2020-02-13,0,-0,0
2020-02-14,0,-0,0
2020-02-17,0,-0,0
2020-02-18,0,-0,0
2020-02-19,0,-0,0
2020-02-20,0,-0,0
2020-02-21,0,-0,0
2020-02-24,0,-0,0
2020-02-25,0,-0,0
2020-02-26,0,-0,0
2020-02-27,0,-0,0
2020-02-28,0,-0,0
2020-03-02,-1,6.91752897688394,-6.9627
2020-03-03,0,-0,0
2020-03-04,0,-0,0
2020-03-05,0,-0,0
2020-03-06,0,-0,0
2020-03-09,0,-0,0
2020-03-10,0,-0,0
2020-03-11,0,-0,0
2020-03-12,0,-0,0
2020-03-13,0,-0,0
2020-03-16,0,-0,0
2020-03-17,0,-0,0
2020-03-18,0,-0,0
2020-03-19,-1,7.09422138783195,-7.1575
2020-03-20,-1,7.06554483480782,-7.1281
2020-03-23,-1,7.07403739475218,-7.1212
2020-03-24,0,-0,0
2020-03-25,0,-0,0
2020-03-26,0,-0,0
2020-03-27,0,-0,0
2020-03-30,0,-0,0
2020-03-31,0,-0,0
2020-04-01,0,-0,0
2020-04-02,0,-0,0
2020-04-03,0,-0,0
2020-04-06,0,-0,0
2020-04-07,0,-0,0
2020-04-08,0,-0,0
2020-04-09,0,-0,0
2020-04-10,0,-0,0
2020-04-13,0,-0,0
2020-04-14,0,-0,0
2020-04-15,0,-0,0
2020-04-16,0,-0,0
2020-04-17,0,-0,0
2020-04-20,0,-0,0
2020-04-21,0,-0,0
2020-04-22,0,-0,0
2020-04-23,0,-0,0
2020-04-24,0,-0,0
2020-04-27,0,-0,0
2020-04-28,0,-0,0
2020-04-29,0,-0,0
2020-04-30,-1,7.03617705872964,-7.0808
2020-05-01,-1,7.07949294045002,-7.1372
2020-05-04,-1,7.07435202945465,-7.1304
2020-05-05,0,-0,0
2020-05-06,0,-0,0
2020-05-07,0,-0,0
2020-05-08,0,-0,0
2020-05-11,0,-0,0
2020-05-12,0,-0,0
2020-05-13,0,-0,0
2020-05-14,0,-0,0
2020-05-15,0,-0,0
2020-05-18,0,-0,0
2020-05-19,0,-0,0
2020-05-20,0,-0,0
2020-05-21,0,-0,0
2020-05-22,0,-0,0
2020-05-25,0,-0,0
2020-05-26,0,-0,0
2020-05-27,0,-0,0
2020-05-28,0,-0,0
2020-05-29,0,-0,0
2020-06-01,0,-0,0
2020-06-02,0,-0,0
2020-06-03,0,-0,0
2020-06-04,0,-0,0
2020-06-05,0,-0,0
2020-06-08,0,-0,0
2020-06-09,0,-0,0
2020-06-10,0,-0,0
2020-06-11,0,-0,0
2020-06-12,0,-0,0
2020-06-15,0,-0,0
2020-06-16,0,-0,0
2020-06-17,0,-0,0
2020-06-18,0,-0,0
2020-06-19,0,-0,0
2020-06-22,0,-0,0
2020-06-23,0,-0,0
2020-06-24,0,-0,0
2020-06-25,0,-0,0
2020-06-26,0,-0,0
2020-06-29,0,-0,0
2020-06-30,0,-0,0
2020-07-01,0,-0,0
2020-07-02,0,-0,0
2020-07-03,0,-0,0
2020-07-06,1,-7.02849193216014,7.0127
2020-07-07,1,-7.04027715329517,7.0238
2020-07-08,1,-7.01881277531614,6.9986
2020-07-09,0,-0,0
2020-07-10,0,-0,0
2020-07-13,0,-0,0
2020-07-14,0,-0,0
2020-07-15,1,-7.00414660765744,6.982
2020-07-16,0,-0,0
2020-07-17,0,-0,0
2020-07-20,0,-0,0
2020-07-21,0,-0,0
2020-07-22,0,-0,0
2020-07-23,0,-0,0
2020-07-24,0,-0,0
2020-07-27,0,-0,0
2020-07-28,0,-0,0
2020-07-29,0,-0,0
2020-07-30,0,-0,0
2020-07-31,0,-0,0
2020-08-03,0,-0,0
2020-08-04,0,-0,0
2020-08-05,1,-6.96682814470938,6.9421
2020-08-06,1,-6.96131727496575,6.9425
2020-08-07,0,-0,0
2020-08-10,0,-0,0
2020-08-11,0,-0,0
2020-08-12,0,-0,0
2020-08-13,0,-0,0
2020-08-14,0,-0,0
2020-08-17,0,-0,0
2020-08-18,0,-0,0
2020-08-19,0,-0,0
2020-08-20,0,-0,0
2020-08-21,0,-0,0
2020-08-24,0,-0,0
2020-08-25,0,-0,0
2020-08-26,0,-0,0
2020-08-27,0,-0,0
2020-08-28,0,-0,0
2020-08-31,1,-6.8674393234707,6.8477
2020-09-01,1,-6.85434416547966,6.8366
2020-09-02,0,-0,0
2020-09-03,0,-0,0
2020-09-04,0,-0,0
2020-09-07,0,-0,0
2020-09-08,0,-0,0
2020-09-09,0,-0,0
2020-09-10,0,-0,0
2020-09-11,0,-0,0
