Row,x00001,x00002,x00003,x00005,x00006,x00011,x00012,x00016,x00017,x00027,x00066,x00101,x00175,x00267,x00288,x00386,x00388,x00669,x00688,x00700,x00762,x00857,x00883,x00939,x00941,x01038,x01044,x01093,x01109,x01113,x01177,x01299,x01398,x01810,x01928,x01997,x02007,x02018,x02020,x02269,x02313,x02318,x02319,x02382,x02388,x02628,x03328,x03690,x03988
2010-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0.0436000000000001,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,-0.0264,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,-0.0203,0,-0.00900000000000001,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0.0310999999999999,0,-0.0251,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107999999999999,0,0,0,0,0,0,0.0112000000000001,0,0,0,0.0069999999999999,0,0,0,NaN,0,0,0,NaN,0,0.00499999999999989,0,0.0234000000000001,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600000000000001,0,0,0,-0.00139999999999996,0,0,0,NaN,0,0,0,NaN,0,-0.0225,0,0.00229999999999997,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036,0,0,0,-0.0208,0,0,0,NaN,0,0,0,NaN,0,0.00770000000000004,0,-0.00680000000000003,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105999999999999,0,0,0,0,0,0,0,0,0,0,-0.0141,0,0,0,NaN,0,0,0,NaN,0,-0.0228,0,-0.00919999999999999,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128999999999999,0,0,0,NaN,0,0,0,NaN,0,0.0234000000000001,-0.00339999999999996,-0.00229999999999997,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210999999999999,0,0,0,0,0,0,0.00930000000000009,0,0,0,-0.0212,0,0,0,NaN,0,0,0,NaN,0,0.0152000000000001,0.00340000000000007,-0.0464,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206,0,0,0,0,0,0,0.0185,0,0,0,0.0116000000000001,0,0,0,NaN,0,0,0,NaN,0,0,0.0269999999999999,-0.0268,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299999999999989,0,0,0,0.0258,0,0,0,NaN,0,0,0,NaN,0,0.105,-0.0164,0.0525,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0,0.004,0,0,0,-0.0139,0,0,0,NaN,0,0,0,NaN,0,0.1131,-0.0134,0.0546,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005,0,0,0,-0.00280000000000002,0,0,0,NaN,0,0,0,NaN,0,0.00609999999999999,-0.00680000000000003,0.00449999999999995,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161,0,0,0,-0.00990000000000002,0,0,0,NaN,0,0,0,NaN,0,-0.00609999999999999,0.00679999999999992,-0.0471,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0.0228999999999999,0,0,0,NaN,0,0,0,NaN,0,-0.002,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069999999999999,0,0,0,0.00279999999999991,0,0,0,NaN,0,0,0,NaN,0,0.0488999999999999,-0.0169,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2010-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990000000000002,0,0,0,-0.00560000000000005,0,0,0,NaN,0,0,0,NaN,0,0,0.0276000000000001,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2011-01-03,0.0484,0,0,0,0,0,0,0,0,0,0,0,0,0.0173000000000001,0,0,0,0,0,0,0,0.0197000000000001,0,0,0,0.0112000000000001,0,0,0,NaN,0,0,0,NaN,0,0,0.00340000000000007,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2011-01-04,0.0126999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.0048999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0.0134000000000001,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2011-01-05,0.0109999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.00239999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2011-01-06,0.0218,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,-0.00990000000000002,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2011-01-07,-0.016,0,0,0,0,0,0,0,0,0,0,0,0,0.00730000000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0.0233000000000001,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2011-01-10,0.0031000000000001,0,0,0,0,0,0,0,0,0,0,0,0,-0.00729999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00439999999999996,0,NaN,0,0,-0.0102,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2011-01-11,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.0048999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111,0,NaN,0,0,0.0138,NaN,0,0,0.00669999999999993,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2011-01-12,-0.00449999999999995,0,0,0.0369999999999999,0,0,0.00180000000000002,0,0,0,0,-0.0124,0,0.0388999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112000000000001,0,NaN,0,0,0.00679999999999992,NaN,0,0,-0.00329999999999997,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2011-01-13,-0.00680000000000003,-0.00309999999999999,0,0.0135000000000001,0,0,-0.0158,0,-0.00249999999999995,0,0,0.00839999999999996,0,-0.00470000000000004,0,0,0.00160000000000005,0,-0.00780000000000003,0.0407999999999999,0,0,0,0,0,-0.00139999999999996,0,-0.00890000000000002,0,NaN,0,0,0.0152000000000001,NaN,0,0,0.0199,0,-0.00449999999999995,NaN,0,0,0,0,0.00370000000000004,0,0,NaN,0.0118
2011-01-14,0.0275000000000001,-0.00700000000000001,0,0.00170000000000003,0,0,-0.0134,0,-0.0198,0,0,-0.00139999999999996,0,-0.00470000000000004,0,0,-0.00949999999999995,0,0.004,0.0355000000000001,0,0,0,0,0,0.0138,0,0.00449999999999995,0,NaN,0,0,0.01,NaN,-0.0235,0,-0.00980000000000003,0,0.00299999999999989,NaN,0,0,0,0,0.0294000000000001,0,0,NaN,0.00469999999999993
2011-01-17,0.00669999999999993,0.000799999999999912,0,0.000599999999999934,0,0,0.00449999999999995,0,0.00629999999999997,0,0,-0.00970000000000004,0,-0.0236,0,0,-0.00960000000000005,0,-0.0184,0.002,0,0,0,0,0,-0.00680000000000003,0,-0.00449999999999995,0,NaN,0,0,-0.0132,NaN,-0.0125,0,-0.00660000000000005,0,-0.0542,NaN,0,0,0,0,-0.0143,0,0,NaN,-0.014
2011-01-18,-0.00960000000000005,0.0031000000000001,0,0.0081,0,0,0.00269999999999992,0,-0.00629999999999997,0,0,-0.0125999999999999,0,0.0168999999999999,0,0,-0.00539999999999996,0,0.00530000000000008,-0.002,0,0,0,0,0,-0.00139999999999996,0,0.0112000000000001,0,NaN,0,0,0,NaN,0.0147999999999999,0,-0.00329999999999997,0,-0.00160000000000005,NaN,0,0,0,0,-0.00719999999999998,0,0,NaN,0
2011-01-19,0.00219999999999998,0.00390000000000001,0,0.0051000000000001,0,0,0.00449999999999995,0,0.0125999999999999,0,0,0.00140000000000007,0,-0.00480000000000003,0,0,0.0114000000000001,0,0.0133000000000001,-0.001,0,0,0,0,0,0.0150999999999999,0,-0.00219999999999998,0,NaN,0,0,0.00669999999999993,NaN,0.0506,0,0.00659999999999994,0,0.0270999999999999,NaN,0,0,0,0,0.00910000000000011,0,0,NaN,0.0118
2011-01-20,-0.0112,-0.00619999999999998,0,-0.0205,0,0,-0.0125,0,-0.00749999999999995,0,0,-0.0142,0,-0.00960000000000005,0,0,-0.0188,0,0,-0.0264,0,0,0,0,0,-0.00270000000000004,0,-0.00219999999999998,0,NaN,0,0,-0.0149,NaN,-0.00939999999999996,0,-0.0132,0,0,NaN,0,0,0,0,-0.0162,0,0,NaN,-0.0256
2011-01-21,-0.00229999999999997,0.000799999999999912,0,0.0028999999999999,0,0,-0.0127,0,-0.0113,0,0,0.0115000000000001,0,-0.0121,0,0,-0.00490000000000002,0,0,-0.0276,0,0,0,-0.00280000000000002,0,0,0,-0.00449999999999995,0,NaN,0,0,-0.0101,NaN,-0.0501,0,0.00669999999999993,0,-0.0124,NaN,0,0,0,0,-0.00919999999999999,0,0,NaN,-0.00239999999999996
2011-01-24,0,-0.000800000000000023,0,0.0028999999999999,0,0,0.00269999999999992,0,-0.0266999999999999,0,0,0.00140000000000007,0,0,0,0,-0.0143,0,-0.0144,0,-0.00649999999999995,0,0,-0.0155999999999999,0,0.0108999999999999,0,-0.0112,0,NaN,0,0,-0.00339999999999996,NaN,-0.0253,0,0.00330000000000008,0,0.00629999999999997,NaN,0,0,0,0,-0.0148,0,0,NaN,-0.0144
2011-01-25,0,-0.00470000000000004,0,0.00229999999999997,0,0,-0.000900000000000012,0,0.00130000000000008,0,0,-0.01,0,0,0,0,0.00219999999999998,0,0.0106999999999999,0.0472999999999999,-0.00329999999999997,0,0,-0.00429999999999997,0,-0.0161,0,-0.00900000000000001,0,NaN,0,0,-0.00170000000000003,NaN,0.0107999999999999,0,0.00990000000000002,0,-0.00629999999999997,NaN,0,0,0,0,-0.0132,0,0,NaN,-0.00490000000000002
2011-01-26,0,0.00160000000000005,0,-0.00980000000000003,0,0,-0.000900000000000012,0,-0.00390000000000001,0,0,0.0028999999999999,0,0,0,0,0,0,0.0210999999999999,0.0185999999999999,0.0228999999999999,0,0,0.016,0,-0.00819999999999999,0,0.0114000000000001,0,NaN,0,0,0,NaN,-0.00539999999999996,0,-0.0262,0,-0.0236,NaN,0,0,0,0,-0.0152,0,0,NaN,0.00239999999999996
2011-01-27,0,-0.000800000000000023,0,-0.00290000000000001,0,0,-0.00370000000000004,0,-0.00660000000000005,0,0,0.0028999999999999,0,0,0,0,-0.005,0,-0.049,-0.0143,0.0287999999999999,0,0,-0.0143,0,0.0288999999999999,0,-0.00680000000000003,0,NaN,0,0,-0.00509999999999999,NaN,0.0398000000000001,0,-0.0135,0,0.0208999999999999,NaN,0,0,0,0,0,0,0,NaN,-0.00980000000000003
2011-01-28,0,-0.000800000000000023,0,0.00409999999999999,0,0,-0.000900000000000012,0,-0.0145,0,0,-0.03,0,0,0,0,-0.00449999999999995,0,-0.00270000000000004,0.0175000000000001,0.0108999999999999,0,0,-0.00429999999999997,0,0.00940000000000007,0,-0.0091,0,NaN,0,0,-0.00509999999999999,NaN,0.0289999999999999,0,0.0102,0,-0.011,NaN,0,0,0,0,-0.0251,0,0,NaN,-0.00249999999999995
2011-01-31,0,-0.00860000000000005,0,-0.0157,0,0,-0.00639999999999996,0,-0.012,0,0,0.00740000000000007,0,0,0,0,0.00279999999999991,0,0.00140000000000007,-0.00690000000000002,-0.00919999999999999,0,0,-0.00290000000000001,0,-0.0172,0,0,0,NaN,0,0,0,NaN,-0.0292,0,-0.0135,0,-0.00480000000000003,NaN,0,0,0,0,-0.002,0,0,NaN,0
2011-02-01,0,0.0103,0,0.00649999999999995,0,0,-0.000900000000000012,0,0.00140000000000007,0,0,0.00150000000000006,0,0,0,0,-0.00670000000000004,0,-0.00270000000000004,-0.00790000000000002,0.00619999999999998,0,0,-0.00880000000000003,0,-0.00670000000000004,0,0,0,NaN,0,0,0,NaN,-0.0145,0,0.0650999999999999,0,-0.00800000000000001,NaN,0,0,0,0,-0.00600000000000001,0,0,NaN,0
2011-02-02,0,0.0069999999999999,0,0,0,0,0,0,0.0203,0,0,0,0,0,0,0,0.0168999999999999,0,0.0136000000000001,0.0399,0,0,0,0.0162,0,0.0148999999999999,0,0,0,NaN,0,0,0,NaN,-0.00209999999999999,0,0.0257000000000001,0,0.0081,NaN,0,0,0,0,0.02,0,0,NaN,0.0123
2011-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188,0,-0.0216,0,0,-0.0159,0,0,0,0,0,NaN,0,0,0,NaN,-0.0242,0,0,0,0,NaN,0,0,-0.0153,0,0,0,0,NaN,0
2011-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026,0,0.0472999999999999,0,0,0.0028999999999999,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,-0.0199,0,0,0,0,NaN,0
2011-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211,0,0.00150000000000006,0,0,-0.0147,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,-0.0135,0,0,0,0,NaN,0
2011-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359,0,-0.00600000000000001,0,0,-0.0224,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,-0.0275,0,0,0,0,NaN,0
2011-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104,0,0.0197000000000001,0,0,0.00609999999999999,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.0165,0,0,0,0,NaN,0
2011-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181,0,0.00150000000000006,0,0,0.0136000000000001,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0.0233000000000001,0,0,NaN,0,0,0.0417000000000001,0,0,0,0,NaN,0
2011-02-15,0,0,0,0,0,-0.0169,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192,0,-0.0311,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2011-02-16,0,0,0,0.016,0,-0.0123,0,0,0,0,0,0,0,0,0,0,0,0,-0.00900000000000001,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,-0.00649999999999995,0,0,NaN,0,0,0,0,0,0,0,NaN,0
2011-02-17,0,0,0,0.0207999999999999,0,0.0116000000000001,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,-0.0261,0,0,NaN,0,0,-0.0333,0,0,0,0,NaN,0
2011-02-18,0,0,0,0.0109999999999999,0,0.0172000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0.0235000000000001,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0.0469999999999999,0,0,NaN,0,0,0.00229999999999997,0,0,0,0,NaN,0
2011-02-21,0,0,0,-0.0125,0,-0.0113,0,0,0,0,0,0,0,0,0,0,0,0,0.00150000000000006,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0.00639999999999996,0,0,NaN,0,0,-0.00460000000000005,0,0,0,0,NaN,0
