x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
动量-残差因子-全A股票池-long-short,11.35,-24.43,-17.10,55.60,11.39,17,11,8.37,1.33,1324,0.54,11.53,26.40,1.36,54.89
动量-残差因子-上证综指股票池-long-short,9.85,-28.06,-20.59,56.92,9.91,18,11,9.31,1.06,1325,0.60,9.05,29.54,1.06,53.12
动量-残差因子-500股票池-long-short,8.41,-35.19,-22.63,60.70,8.52,13,9,11.52,0.76,1567,0.74,8.94,24.86,0.73,52.06
动量-残差因子-300股票池-long-short,17.46,-31.41,-27.45,62.78,17.46,13,17,14.94,1.15,690,0.96,18.97,38.30,1.17,53.40
动量-残差因子-港股全-long-short,19.04,-23.38,-15.18,74.99,19.16,15,9,10.52,1.71,675,0.67,14.95,49.16,1.81,54.62
动量-残差因子-HSI股票池-long-short,20.21,-31.91,-27.98,96.29,22.40,11,11,24.79,0.87,763,1.59,24.84,57.02,0.82,52.47
普通动量因子-全A股票池-long-short,1.40,-69.31,-43.68,58.65,3.00,17,14,14.77,0.17,184,0.95,3.20,30.63,0.10,50.91
普通动量因子-上证综指股票池-long-short,-0.45,-78.92,-43.11,54.93,1.11,14,12,15.21,0.05,185,0.97,1.02,31.35,-0.03,50.79
普通动量因子-500股票池-long-short,-0.44,-75.14,-43.18,56.93,1.70,17,14,16.36,0.05,480,1.05,4.21,28.67,-0.03,49.99
普通动量因子-300股票池-long-short,11.31,-65.21,-54.55,84.01,13.16,15,14,20.21,0.63,1522,1.29,12.59,52.10,0.56,52.74
普通动量因子-港股全-long-short,24.07,-22.74,-12.07,105.54,28.05,11,8,13.24,1.70,349,0.85,20.59,70.73,1.82,55.43
普通动量因子-HSI股票池-long-short,20.84,-43.11,-35.72,127.15,28.05,11,9,27.80,0.82,720,1.78,19.91,81.22,0.75,53.31
1d-20d-全A股票池-long-short,15.13,-18.08,-11.75,91.65,16.05,15,11,10.69,1.37,430,0.68,12.44,35.48,1.42,54.59
1d-20d-300股票池-long-short,20.53,-18.56,-10.75,87.19,20.66,10,14,15.95,1.25,279,1.02,18.53,43.82,1.29,54.19
1d-20d-500股票池-long-short,23.10,-14.00,-7.24,119.25,23.19,14,10,12.75,1.69,420,0.82,16.60,48.65,1.81,54.77
1d-20d-美股-long-short,22.13,-7.64,5.33,45.74,22.10,16,9,5.57,3.62,119,0.36,20.74,35.97,3.97,60.60
1d-20d-SPX-long-short,6.00,-21.25,-18.43,59.41,7.90,12,9,9.81,0.64,308,0.63,5.12,22.05,0.61,51.25
